id,feature_selection,n_features,model,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,SMAPE_mean,SMAPE_std,R2_train_mean,Corr_R2_val_mean,cv_strategy,rank_RMSE,rank_MAPE,rank_SMAPE,avg_rank
L1_Lasso_30_HistGB_Poisson_tuned_v1,L1_Lasso,30,HistGB_Poisson_tuned_v1,78.17933868476466,38.36686485548362,49.821644901391025,16.642210276313357,48.368845242326564,14.739096507220118,0.9977125949338232,0.6701553609043993,Repeated_3x10,9.0,1.0,2.0,4.0
L1_Lasso_25_HistGB_Poisson_tuned_v1,L1_Lasso,25,HistGB_Poisson_tuned_v1,78.43030342253526,38.4457258908565,50.36723017360384,17.428599589514935,48.6174417174865,14.793980100585083,0.9977045630682717,0.6685018557342396,Repeated_3x10,12.0,2.0,3.0,5.666666666666667
L1_Lasso_15_HistGB_Poisson_tuned_v1,L1_Lasso,15,HistGB_Poisson_tuned_v1,77.5741081766494,38.30756079035685,55.6597943864796,19.24301637350101,50.24274151248359,13.91861182795809,0.997449924242893,0.6896268750706978,Repeated_3x10,6.0,4.0,12.0,7.333333333333333
L1_Lasso_20_HistGB_Poisson_tuned_v1,L1_Lasso,20,HistGB_Poisson_tuned_v1,78.71848901577151,37.53293441945393,51.794557432675155,15.037268270173834,49.934053139923286,14.243411253530926,0.997216910492,0.6753418518591328,Repeated_3x10,13.0,3.0,7.0,7.666666666666667
L1_Lasso_20_Stack_RF+HistGB+ET,L1_Lasso,20,Stack_RF+HistGB+ET,76.92141259908144,34.53577884409944,64.94414709097197,22.010470073610616,50.02386028459728,12.009132245118792,0.9231027336885413,0.7207134337714345,Repeated_3x10,2.0,17.0,8.0,9.0
L1_Lasso_25_Bagging_HistGB,L1_Lasso,25,Bagging_HistGB,79.13139572858611,37.92470080797939,61.7028519963987,21.978775396979415,49.507706364177984,13.294661331930532,0.9134475387526666,0.6850730704874584,Repeated_3x10,18.0,7.0,4.0,9.666666666666666
L1_Lasso_30_Bagging_HistGB,L1_Lasso,30,Bagging_HistGB,79.13139572858611,37.92470080797939,61.7028519963987,21.978775396979415,49.507706364177984,13.294661331930532,0.9134475387526666,0.6850730704874584,Repeated_3x10,18.0,7.0,4.0,9.666666666666666
L1_Lasso_20_Bagging_HistGB,L1_Lasso,20,Bagging_HistGB,81.11492768539206,38.29175033334755,62.43694085777487,21.181095529735593,50.12398776799865,12.722099452999817,0.9031346338018822,0.6595557205619861,Repeated_3x10,34.0,9.0,10.0,17.666666666666668
L1_Lasso_15_Stack_RF+HistGB+ET,L1_Lasso,15,Stack_RF+HistGB+ET,78.30002969269474,32.864211921876986,70.45323540924241,29.119105413004817,50.779283412516826,12.031391505209955,0.9319513359503961,0.7145247165333365,Repeated_3x10,10.0,28.0,16.0,18.0
L1_Lasso_30_Stack_RF+HistGB+ET,L1_Lasso,30,Stack_RF+HistGB+ET,80.16678029111627,38.23907876562171,68.50474648173991,32.995045768577185,50.3370944217176,13.743123611631809,0.946659822372025,0.6991508894755185,Repeated_3x10,25.0,21.0,13.0,19.666666666666668
L1_Lasso_10_ExtraTrees,L1_Lasso,10,ExtraTrees,80.09142317666178,32.531110534005286,70.81659956946503,36.00335328105424,50.123206967232704,12.56030998306269,0.9999422638292017,0.7180877765465082,Repeated_3x10,23.0,30.0,9.0,20.666666666666668
L1_Lasso_25_Stack_RF+HistGB+ET,L1_Lasso,25,Stack_RF+HistGB+ET,80.50953560917031,39.17087837953416,69.53592754587208,31.561233977171344,50.66216874629103,13.421783828780603,0.9447953341216113,0.7011149174808967,Repeated_3x10,29.0,24.0,14.0,22.333333333333332
L1_Lasso_15_ExtraTrees,L1_Lasso,15,ExtraTrees,80.67386401024747,33.46788659485981,71.83487740491623,33.63093208548638,49.549133133203,12.406302446352957,0.9999422778172689,0.7000371770618089,Repeated_3x10,31.0,35.0,6.0,24.0
L1_Lasso_20_HistGB_Poisson_tuned_v2,L1_Lasso,20,HistGB_Poisson_tuned_v2,83.10662968655723,36.60172605209391,63.32690617162622,21.87334205018602,52.144355107057066,14.715437549751096,0.9800241939662798,0.6294540482612716,Repeated_3x10,41.0,10.0,22.0,24.333333333333332
L1_Lasso_20_HistGB_Poisson_default,L1_Lasso,20,HistGB_Poisson_default,83.10662968655723,36.60172605209391,63.32690617162622,21.87334205018602,52.144355107057066,14.715437549751096,0.9800241939662798,0.6294540482612716,Repeated_3x10,41.0,10.0,22.0,24.333333333333332
L1_Lasso_20_HistGB_SquaredError,L1_Lasso,20,HistGB_SquaredError,77.3432688180214,36.68164675388379,67.09016851894042,29.088257709494243,55.41007855010467,15.770929382588628,0.9978850545830528,0.6720720801309471,Repeated_3x10,5.0,20.0,50.0,25.0
L1_Lasso_10_HistGB_Poisson_tuned_v1,L1_Lasso,10,HistGB_Poisson_tuned_v1,82.52994466631188,34.60258394931312,61.390962763428796,22.0725285311006,53.28525350928396,14.211685617215478,0.9952552957351352,0.664107735430888,Repeated_3x10,39.0,6.0,30.0,25.0
L1_Lasso_15_PoissonRegressor,L1_Lasso,15,PoissonRegressor,94.80475375728925,57.282701877813736,59.425068868032774,24.16277476397951,48.056439281371674,11.926531474841005,0.8294827192189268,0.6830038659793706,Repeated_3x10,69.0,5.0,1.0,25.0
RF_20_HistGB_Poisson_tuned_v1,RF,20,HistGB_Poisson_tuned_v1,80.49804700168816,45.483632431488175,64.33114229064239,26.816082513734397,54.08624601577382,13.543090163620544,0.9921544841146168,0.6531725926793831,Repeated_3x10,28.0,12.0,38.0,26.0
RF_20_HistGB_Poisson_default,RF,20,HistGB_Poisson_default,78.88507333935657,37.478425705687485,70.34034453821276,29.18124073802033,54.182204411014325,13.413403346131163,0.977734681974389,0.6593067783210791,Repeated_3x10,15.0,26.0,39.0,26.666666666666668
L1_Lasso_15_Bagging_HistGB,L1_Lasso,15,Bagging_HistGB,84.44978029284425,36.964779003822734,65.887961521725,23.43093156850162,50.67244466425522,11.44878827108775,0.8975041486230587,0.636169123379533,Repeated_3x10,46.0,19.0,15.0,26.666666666666668
RF_20_HistGB_Poisson_tuned_v2,RF,20,HistGB_Poisson_tuned_v2,78.88507333935657,37.478425705687485,70.34034453821276,29.18124073802033,54.182204411014325,13.413403346131163,0.977734681974389,0.6593067783210791,Repeated_3x10,15.0,26.0,39.0,26.666666666666668
L1_Lasso_10_RandomForest_tuned,L1_Lasso,10,RandomForest_tuned,77.93476517811072,32.8196627480544,75.46055146867293,25.43945668326032,52.70977934951084,12.727343346640318,0.9045565907326764,0.7080153207447081,Repeated_3x10,8.0,44.0,29.0,27.0
L1_Lasso_30_HistGB_Poisson_tuned_v2,L1_Lasso,30,HistGB_Poisson_tuned_v2,84.69306183766228,35.39244147760824,64.6687700021442,25.010994451393156,52.572279604713806,14.595703514425095,0.9846817649055054,0.6253610854917601,Repeated_3x10,48.0,13.0,25.0,28.666666666666668
L1_Lasso_25_HistGB_Poisson_default,L1_Lasso,25,HistGB_Poisson_default,84.69306183766228,35.39244147760824,64.6687700021442,25.010994451393156,52.572279604713806,14.595703514425095,0.9846817649055054,0.6253610854917601,Repeated_3x10,48.0,13.0,25.0,28.666666666666668
L1_Lasso_30_HistGB_Poisson_default,L1_Lasso,30,HistGB_Poisson_default,84.69306183766228,35.39244147760824,64.6687700021442,25.010994451393156,52.572279604713806,14.595703514425095,0.9846817649055054,0.6253610854917601,Repeated_3x10,48.0,13.0,25.0,28.666666666666668
L1_Lasso_25_HistGB_Poisson_tuned_v2,L1_Lasso,25,HistGB_Poisson_tuned_v2,84.69306183766228,35.39244147760824,64.6687700021442,25.010994451393156,52.572279604713806,14.595703514425095,0.9846817649055054,0.6253610854917601,Repeated_3x10,48.0,13.0,25.0,28.666666666666668
L1_Lasso_20_RandomForest_tuned,L1_Lasso,20,RandomForest_tuned,76.56154067972732,35.54125117502615,84.33733447656807,32.7778622080567,53.33791772092088,13.668958274846442,0.9201342479882612,0.7084902618541206,Repeated_3x10,1.0,56.0,32.0,29.666666666666668
L1_Lasso_20_ExtraTrees,L1_Lasso,20,ExtraTrees,81.62092756315343,35.95242032327401,75.28947273986378,40.904626596667754,50.141856791287964,12.938091984433209,0.9999422819642103,0.6831357622737763,Repeated_3x10,35.0,43.0,11.0,29.666666666666668
