id,feature_selection,n_features,model,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,SMAPE_mean,SMAPE_std,R2_train_mean,Corr_R2_val_mean,cv_strategy
L1_Lasso_10_RandomForest_default,L1_Lasso,10,RandomForest_default,90.12777683851864,17.577572987536666,78.41662668283922,26.584495483140437,52.70193064536223,10.689889735065314,0.946504855045624,0.6173059067698852,5-Fold
L1_Lasso_10_RandomForest_tuned,L1_Lasso,10,RandomForest_tuned,86.3318085480015,7.902662427556067,79.0974917618685,25.598446670650425,53.83917696919015,10.608763340130531,0.9022499490996305,0.6242381258701557,5-Fold
L1_Lasso_10_HistGB_Poisson_default,L1_Lasso,10,HistGB_Poisson_default,86.34140191104231,14.683744754333299,63.97423876238977,17.4501427150758,52.25124958145415,8.7983612107818,0.9353594976069666,0.5936234822368567,5-Fold
L1_Lasso_10_HistGB_Poisson_tuned_v1,L1_Lasso,10,HistGB_Poisson_tuned_v1,84.77950670038962,25.064601289255645,56.239299959786294,20.690174612548926,49.720779081581824,11.101441519992605,0.9945195804526911,0.5864326866378848,5-Fold
L1_Lasso_10_HistGB_Poisson_tuned_v2,L1_Lasso,10,HistGB_Poisson_tuned_v2,86.34140191104231,14.683744754333299,63.97423876238977,17.4501427150758,52.25124958145415,8.7983612107818,0.9353594976069666,0.5936234822368567,5-Fold
L1_Lasso_10_HistGB_SquaredError,L1_Lasso,10,HistGB_SquaredError,90.63933883324354,25.004164325169402,85.84539125081136,23.804694403960475,69.50981650708756,10.420918876531337,0.9887567251665732,0.5860223940756486,5-Fold
L1_Lasso_10_ExtraTrees,L1_Lasso,10,ExtraTrees,88.36987248904042,12.365192436539136,70.65021307527788,25.680079298294192,50.76056641192613,10.275118361118313,0.999952447635542,0.6261776271563843,5-Fold
L1_Lasso_10_GradientBoosting_Huber,L1_Lasso,10,GradientBoosting_Huber,91.74452341248377,19.6646059181268,75.66974570333278,25.12144135398494,64.86422910806672,11.837089050749794,0.9886752488893755,0.5888826343366266,5-Fold
L1_Lasso_10_PoissonRegressor,L1_Lasso,10,PoissonRegressor,123.62592402352705,39.9109554836837,67.23688054737565,13.046365719391897,50.45991847237942,8.61353060519618,0.7585584001801358,0.48740969150555796,5-Fold
L1_Lasso_10_Bagging_HistGB,L1_Lasso,10,Bagging_HistGB,90.8022183331154,15.653604947205544,73.4219481906525,20.169699634458848,52.433989423878565,9.125936315286623,0.844223757819629,0.569667306434943,5-Fold
L1_Lasso_10_Stack_RF+HistGB+ET,L1_Lasso,10,Stack_RF+HistGB+ET,87.85137181723778,15.895125715920319,68.94413250454251,22.911162624480426,50.33783431131695,10.516438522591598,0.9666511044909439,0.6096092891968443,5-Fold
L1_Lasso_15_RandomForest_default,L1_Lasso,15,RandomForest_default,86.17312216520278,17.6206960260013,84.90357698343244,31.73874589429977,53.406791227049624,11.40190237604782,0.9417647799800181,0.61993174230674,5-Fold
L1_Lasso_15_RandomForest_tuned,L1_Lasso,15,RandomForest_tuned,83.67733515485747,15.889250206285771,87.69650280049336,34.61186289261182,54.66200237965161,12.565374002687046,0.9096348284654571,0.630441986738213,5-Fold
L1_Lasso_15_HistGB_Poisson_default,L1_Lasso,15,HistGB_Poisson_default,87.13132975037914,18.767605769814978,63.63852240338472,12.30810123730259,51.90630181728807,9.03054490298305,0.9692426436037014,0.6100768839062248,5-Fold
L1_Lasso_15_HistGB_Poisson_tuned_v1,L1_Lasso,15,HistGB_Poisson_tuned_v1,80.49571508092497,24.32951026825288,53.86774930454957,14.610428585950308,48.617274027488456,6.705238002250092,0.9967574527995688,0.6212348601013564,5-Fold
L1_Lasso_15_HistGB_Poisson_tuned_v2,L1_Lasso,15,HistGB_Poisson_tuned_v2,87.13132975037914,18.767605769814978,63.63852240338472,12.30810123730259,51.90630181728807,9.03054490298305,0.9692426436037014,0.6100768839062248,5-Fold
L1_Lasso_15_HistGB_SquaredError,L1_Lasso,15,HistGB_SquaredError,84.92556454210596,17.766787857806197,80.30921061595006,30.1743712599179,65.09592769461999,15.207836449619203,0.9957820372643271,0.6306069862225059,5-Fold
L1_Lasso_15_ExtraTrees,L1_Lasso,15,ExtraTrees,86.34692808625054,11.407946689219175,71.89395227687662,26.06605100530637,49.856671076920605,9.753580675970806,0.9999524476393112,0.6327242010920432,5-Fold
L1_Lasso_15_GradientBoosting_Huber,L1_Lasso,15,GradientBoosting_Huber,84.27395040207048,20.795163645717405,70.15618638355002,22.930297771304204,55.63351644198242,14.728745265440836,0.9898442992818784,0.5948291915855342,5-Fold
L1_Lasso_15_PoissonRegressor,L1_Lasso,15,PoissonRegressor,96.89262821674636,22.04992001578905,55.51061489137415,15.610157713261481,45.5451737841086,7.079223679715356,0.8348706305434621,0.5921075063905221,5-Fold
L1_Lasso_15_Bagging_HistGB,L1_Lasso,15,Bagging_HistGB,89.14880116818489,18.906987024730032,67.47077426337192,16.486162925819098,51.01374705023592,6.847766425823222,0.8787208783843525,0.5880676394271631,5-Fold
L1_Lasso_15_Stack_RF+HistGB+ET,L1_Lasso,15,Stack_RF+HistGB+ET,84.38823393889308,12.932225521465686,71.32605573789775,22.612826398306435,51.37521936904411,9.654073829646213,0.9715322054876883,0.6378916749717176,5-Fold
L1_Lasso_20_RandomForest_default,L1_Lasso,20,RandomForest_default,83.56015767403292,14.524594215611769,82.71653497519922,33.74584769936043,52.689370828921916,9.990787185781878,0.9431469401738916,0.6409295169193403,5-Fold
L1_Lasso_20_RandomForest_tuned,L1_Lasso,20,RandomForest_tuned,80.81472311408747,14.535990056532949,80.7899338164689,34.010549027150475,52.25899237333016,11.246002360569184,0.916119627761448,0.6567681800931258,5-Fold
L1_Lasso_20_HistGB_Poisson_default,L1_Lasso,20,HistGB_Poisson_default,85.09019334915692,16.694374264707196,55.516314195704396,11.810013641326899,47.80648604238603,9.137667051238008,0.97326586915522,0.6193939073369328,5-Fold
L1_Lasso_20_HistGB_Poisson_tuned_v1,L1_Lasso,20,HistGB_Poisson_tuned_v1,79.79364751329926,20.75409769885931,48.563756844109335,11.628464079166475,47.83845889404733,8.602819150969395,0.997015198227813,0.6410792644206199,5-Fold
L1_Lasso_20_HistGB_Poisson_tuned_v2,L1_Lasso,20,HistGB_Poisson_tuned_v2,85.09019334915692,16.694374264707196,55.516314195704396,11.810013641326899,47.80648604238603,9.137667051238008,0.97326586915522,0.6193939073369328,5-Fold
L1_Lasso_20_HistGB_SquaredError,L1_Lasso,20,HistGB_SquaredError,86.42890316168581,14.218337521985198,76.20895679129936,15.910919144128751,64.09206184841162,9.759793491455207,0.9970913100052812,0.6342345512260932,5-Fold
L1_Lasso_20_ExtraTrees,L1_Lasso,20,ExtraTrees,88.65431583468003,16.111405240270958,76.57170376515208,34.71197826779924,51.19903322761824,10.800787622061442,0.9999524480656856,0.600912677642078,5-Fold
L1_Lasso_20_GradientBoosting_Huber,L1_Lasso,20,GradientBoosting_Huber,79.69662069213935,15.101110026972037,63.62151693877703,25.997604418836687,49.453196572905554,15.33515475203208,0.989406295097447,0.6397819643113525,5-Fold
L1_Lasso_20_PoissonRegressor,L1_Lasso,20,PoissonRegressor,130.264101635548,45.822446014894226,63.1165425499507,13.912905193182622,49.392744089860635,5.22663709456067,0.8470058894063188,0.47743075234923527,5-Fold
L1_Lasso_20_Bagging_HistGB,L1_Lasso,20,Bagging_HistGB,87.83109645013832,19.104430884816864,62.678537389313405,11.965791580497788,50.63252833922249,7.34056863642483,0.8849448402274518,0.5913424315112091,5-Fold
L1_Lasso_20_Stack_RF+HistGB+ET,L1_Lasso,20,Stack_RF+HistGB+ET,82.60978580173047,14.121478589723718,63.11624303497697,20.24094220590225,47.87447866254665,10.84000887304055,0.963923867478188,0.6524152483491216,5-Fold
L1_Lasso_25_RandomForest_default,L1_Lasso,25,RandomForest_default,85.91374515892382,12.627322777079874,86.39438609993336,39.98167266260266,52.493401044975016,11.471082615283981,0.9425784889070921,0.6240230360696573,5-Fold
L1_Lasso_25_RandomForest_tuned,L1_Lasso,25,RandomForest_tuned,84.15379531376581,14.30598105243591,85.78010561616097,37.582111754608164,53.86388052261435,11.127116309603068,0.9148973797103184,0.6353521531650885,5-Fold
L1_Lasso_25_HistGB_Poisson_default,L1_Lasso,25,HistGB_Poisson_default,87.45669404622325,15.793469157571526,60.2220333230803,17.739188257329,49.22735451162996,8.810900947675748,0.9790680710142056,0.6043715270622781,5-Fold
L1_Lasso_25_HistGB_Poisson_tuned_v1,L1_Lasso,25,HistGB_Poisson_tuned_v1,84.017647798246,16.489862082467003,51.483686752980724,12.842472885582806,48.48888440291857,7.394028250691701,0.9974374418273337,0.6182378974141639,5-Fold
L1_Lasso_25_HistGB_Poisson_tuned_v2,L1_Lasso,25,HistGB_Poisson_tuned_v2,87.45669404622325,15.793469157571526,60.2220333230803,17.739188257329,49.22735451162996,8.810900947675748,0.9790680710142056,0.6043715270622781,5-Fold
L1_Lasso_25_HistGB_SquaredError,L1_Lasso,25,HistGB_SquaredError,87.72557524871561,15.310435999193762,72.27178901871369,17.73312795629085,63.67852260354316,14.4235753569744,0.9975363054808192,0.629480955675132,5-Fold
L1_Lasso_25_ExtraTrees,L1_Lasso,25,ExtraTrees,88.09081810494956,14.26479828998728,79.15531666017735,38.34736467041472,52.12185290999139,9.443670350140913,0.9999524480656856,0.597940996904026,5-Fold
L1_Lasso_25_GradientBoosting_Huber,L1_Lasso,25,GradientBoosting_Huber,84.29712167778068,12.532772006200284,66.71665700000437,16.507427426953914,49.98726215441859,11.268265782634327,0.9851224353218193,0.6097012893201796,5-Fold
L1_Lasso_25_PoissonRegressor,L1_Lasso,25,PoissonRegressor,181.0938476823678,112.82023807316502,74.29401795455159,22.85251528710914,55.61553439849691,6.32639587134068,0.8700316724087334,0.3500984726258642,5-Fold
L1_Lasso_25_Bagging_HistGB,L1_Lasso,25,Bagging_HistGB,86.76077541596285,20.773155918941786,66.54627092789835,25.64991045091369,50.02987321737665,9.932482207706538,0.8935675419418778,0.5956744276290384,5-Fold
L1_Lasso_25_Stack_RF+HistGB+ET,L1_Lasso,25,Stack_RF+HistGB+ET,86.2504429694715,11.82549863776545,72.82896075578606,25.046498436510443,51.757337026586626,8.83843396946587,0.96246815112057,0.6332603079241192,5-Fold
L1_Lasso_30_RandomForest_default,L1_Lasso,30,RandomForest_default,84.85150264766398,10.716008512526736,84.36821250763296,37.80618706625469,52.35200732454348,11.061159481183212,0.9432772860138663,0.6287247705686427,5-Fold
L1_Lasso_30_RandomForest_tuned,L1_Lasso,30,RandomForest_tuned,83.3788310335562,10.869461884320566,84.28494078969975,37.5282467802516,53.393395470278485,10.759101917810744,0.9175099156414648,0.6398573475847822,5-Fold
L1_Lasso_30_HistGB_Poisson_default,L1_Lasso,30,HistGB_Poisson_default,87.45669404622325,15.793469157571526,60.2220333230803,17.739188257329,49.22735451162996,8.810900947675748,0.9790680710142056,0.6043715270622781,5-Fold
L1_Lasso_30_HistGB_Poisson_tuned_v1,L1_Lasso,30,HistGB_Poisson_tuned_v1,84.21754726551313,16.255542104675516,51.41638288676229,12.191884749427565,48.407564337751424,7.1654495546888555,0.9974635219437697,0.6192278014344355,5-Fold
L1_Lasso_30_HistGB_Poisson_tuned_v2,L1_Lasso,30,HistGB_Poisson_tuned_v2,87.45669404622325,15.793469157571526,60.2220333230803,17.739188257329,49.22735451162996,8.810900947675748,0.9790680710142056,0.6043715270622781,5-Fold
L1_Lasso_30_HistGB_SquaredError,L1_Lasso,30,HistGB_SquaredError,87.19206223286082,16.31884528251555,72.32418757349416,17.708589860098137,63.109008296425806,14.591396719324589,0.9974699952069098,0.6308558745372332,5-Fold
L1_Lasso_30_ExtraTrees,L1_Lasso,30,ExtraTrees,87.58764251407662,15.467957657337163,76.8587793447355,36.9168857487869,52.01832482143745,8.850815284825911,0.9999524480656856,0.5980709045168131,5-Fold
L1_Lasso_30_GradientBoosting_Huber,L1_Lasso,30,GradientBoosting_Huber,84.5339352437383,12.950790025898558,70.08899860137613,19.869085902666615,51.173000538002285,11.083017025652511,0.9855535702699187,0.6081779454238827,5-Fold
L1_Lasso_30_PoissonRegressor,L1_Lasso,30,PoissonRegressor,177.02058643196978,108.26860900080716,73.33737257716771,23.05970926989197,55.20355502998753,6.549664402721264,0.8740220596551168,0.3580908797014808,5-Fold
L1_Lasso_30_Bagging_HistGB,L1_Lasso,30,Bagging_HistGB,86.76077541596285,20.773155918941786,66.54627092789835,25.64991045091369,50.02987321737665,9.932482207706538,0.8935675419418778,0.5956744276290384,5-Fold
L1_Lasso_30_Stack_RF+HistGB+ET,L1_Lasso,30,Stack_RF+HistGB+ET,86.0167810959873,11.387791978250139,71.30319648017698,24.549564763532736,51.90460936914927,8.58160353754776,0.9603838601046013,0.6332153832183594,5-Fold
MI_20_RandomForest_default,MI,20,RandomForest_default,91.47722160324835,17.50446521932805,109.55252966410217,54.173416122207776,60.81216592826731,8.674073232535612,0.9292618348627301,0.559962551560966,5-Fold
MI_20_RandomForest_tuned,MI,20,RandomForest_tuned,89.00509400217523,17.07652216977264,103.51902017028863,49.45739472853256,58.96367829518622,9.196642623840065,0.9050982056563956,0.5800323846509163,5-Fold
MI_20_HistGB_Poisson_default,MI,20,HistGB_Poisson_default,96.409775855534,10.73097540366207,93.50702985372374,29.8264478442203,62.67511635102996,7.5616136954427615,0.9530719539207293,0.5957509738814878,5-Fold
MI_20_HistGB_Poisson_tuned_v1,MI,20,HistGB_Poisson_tuned_v1,107.28484351393601,21.181622766416204,66.92698733240918,19.41621138966447,55.03714838399351,6.0552919848433975,0.9929770326885119,0.5177765680118168,5-Fold
MI_20_HistGB_Poisson_tuned_v2,MI,20,HistGB_Poisson_tuned_v2,96.409775855534,10.73097540366207,93.50702985372374,29.8264478442203,62.67511635102996,7.5616136954427615,0.9530719539207293,0.5957509738814878,5-Fold
MI_20_HistGB_SquaredError,MI,20,HistGB_SquaredError,117.27842704163587,24.0179844976266,101.6179587891093,49.34314153705997,63.052282525842564,10.565335907739914,0.9853483602993967,0.4407853286767292,5-Fold
MI_20_ExtraTrees,MI,20,ExtraTrees,94.66331426720468,16.057077289880805,105.82299238445967,56.31064729974236,60.27981405298588,9.810818207029905,0.9960556407310934,0.5422822186292462,5-Fold
MI_20_GradientBoosting_Huber,MI,20,GradientBoosting_Huber,92.06477045103972,19.418696038462326,81.24104481874195,29.710477866128667,56.54242338283442,10.420764331477091,0.9782648009131784,0.5552333019804866,5-Fold
MI_20_PoissonRegressor,MI,20,PoissonRegressor,167.39071815685776,100.71331804996748,145.15359757364132,103.82719696378717,64.403974126722,7.823464281845517,0.7376198970777631,0.37223429589718743,5-Fold
MI_20_Bagging_HistGB,MI,20,Bagging_HistGB,92.16950250100109,19.61085360301755,84.34300875688524,31.166666528492588,58.59352303772852,7.997238976278636,0.8683051581619878,0.6096298412657405,5-Fold
MI_20_Stack_RF+HistGB+ET,MI,20,Stack_RF+HistGB+ET,94.21795390265996,17.665429267893956,102.57435688836054,43.6498653318024,60.36123259515561,9.139510119561384,0.9221921880655432,0.5900787480225926,5-Fold
RF_20_RandomForest_default,RF,20,RandomForest_default,87.70314999774865,12.788110009327214,90.92157774566238,30.230108821882975,58.51514150004861,5.826660759639306,0.9369265049904405,0.5886561507427058,5-Fold
RF_20_RandomForest_tuned,RF,20,RandomForest_tuned,84.69057027004534,15.337629212563922,91.91997743904354,37.426327493143056,56.81506261796581,9.643252673994553,0.907944835099267,0.6109600367393342,5-Fold
RF_20_HistGB_Poisson_default,RF,20,HistGB_Poisson_default,92.98729801735449,19.830969202371275,76.01756484219084,16.34282000566333,57.34068387986665,5.995583052630665,0.9638521736773168,0.5637803248087154,5-Fold
RF_20_HistGB_Poisson_tuned_v1,RF,20,HistGB_Poisson_tuned_v1,92.86079562356909,22.080072281811134,64.82283897018858,24.93112075559696,54.186593749805965,8.475865462802796,0.9920288069318476,0.5427161763937015,5-Fold
RF_20_HistGB_Poisson_tuned_v2,RF,20,HistGB_Poisson_tuned_v2,92.98729801735449,19.830969202371275,76.01756484219084,16.34282000566333,57.34068387986665,5.995583052630665,0.9638521736773168,0.5637803248087154,5-Fold
RF_20_HistGB_SquaredError,RF,20,HistGB_SquaredError,95.44833886826765,12.945519648095386,86.7962486415125,25.98571516404846,64.3991770463368,8.13221034607996,0.9911711871025938,0.5326425092574564,5-Fold
RF_20_ExtraTrees,RF,20,ExtraTrees,90.10201669766161,12.770617945932514,89.56023098936585,35.50031525008709,57.401429850785135,5.734841708380662,0.9960556404881433,0.5675659549784167,5-Fold
RF_20_GradientBoosting_Huber,RF,20,GradientBoosting_Huber,86.39930081506073,15.848407198627598,72.2352737003529,27.539806620547076,54.14990679564223,6.670043774874891,0.9775094057344426,0.5933423565631222,5-Fold
RF_20_PoissonRegressor,RF,20,PoissonRegressor,284.0832130632358,196.75373832361797,124.1662982802203,26.997170094702998,61.72110459908447,6.000900956247281,0.7856051804952686,0.3143548740589732,5-Fold
RF_20_Bagging_HistGB,RF,20,Bagging_HistGB,96.78147685932808,12.774910772109138,76.78933060503114,23.063105217832135,56.39218220599579,4.402327586850748,0.8640347625303214,0.5492543009400949,5-Fold
RF_20_Stack_RF+HistGB+ET,RF,20,Stack_RF+HistGB+ET,93.25432771260989,15.705939003439903,87.62387685999565,31.81200415141046,56.534428874529645,7.806404203182434,0.9353381511472936,0.5573492384915182,5-Fold
L1_Lasso_10_RandomForest_default,L1_Lasso,10,RandomForest_default,84.19076617960627,39.212366939497976,79.67961723919242,36.33053543208469,53.06099933480241,11.83072312647586,0.9479554446524338,0.6854342032321006,10-Fold
L1_Lasso_10_RandomForest_tuned,L1_Lasso,10,RandomForest_tuned,80.4849626996697,29.623688335596416,77.20917550577528,30.458340176236185,53.34964570609158,11.678345871787608,0.9055966158652786,0.7179019562156042,10-Fold
L1_Lasso_10_HistGB_Poisson_default,L1_Lasso,10,HistGB_Poisson_default,88.20849193156441,34.641695045424235,76.28914904347054,37.36152041533385,56.728989163529015,12.622873213568967,0.9522686573938828,0.6193688379855085,10-Fold
L1_Lasso_10_HistGB_Poisson_tuned_v1,L1_Lasso,10,HistGB_Poisson_tuned_v1,84.41001217223092,37.76477956572219,61.80392489294452,21.025201781264307,54.89454130269205,12.087488204634885,0.9953438040800338,0.6584474895021337,10-Fold
L1_Lasso_10_HistGB_Poisson_tuned_v2,L1_Lasso,10,HistGB_Poisson_tuned_v2,88.20849193156441,34.641695045424235,76.28914904347054,37.36152041533385,56.728989163529015,12.622873213568967,0.9522686573938828,0.6193688379855085,10-Fold
L1_Lasso_10_HistGB_SquaredError,L1_Lasso,10,HistGB_SquaredError,82.107164804344,32.63024103242168,85.41433071240164,32.90185173430844,69.6954972628576,16.705921127422627,0.9908051152839965,0.7050018639097523,10-Fold
L1_Lasso_10_ExtraTrees,L1_Lasso,10,ExtraTrees,85.24830550374256,30.675544745709594,74.63531303447658,37.93336576000104,52.04343758093987,14.288153255800216,0.9999426086912118,0.7061839880633365,10-Fold
L1_Lasso_10_GradientBoosting_Huber,L1_Lasso,10,GradientBoosting_Huber,87.79371353904126,40.35970268381172,80.81689256260037,40.25880202895167,61.4876034737538,12.05937830555959,0.9892820549391876,0.6588199272159446,10-Fold
L1_Lasso_10_PoissonRegressor,L1_Lasso,10,PoissonRegressor,111.2896481497684,62.23602504231679,68.75820127559187,31.778381149799614,51.59076178723043,13.715925861134956,0.7513443146333898,0.6185174459569156,10-Fold
L1_Lasso_10_Bagging_HistGB,L1_Lasso,10,Bagging_HistGB,86.67849748996893,31.183953660162114,73.11764778937494,23.2597298824524,54.72420206790961,9.780313924416118,0.8651429518708497,0.648352261115672,10-Fold
L1_Lasso_10_Stack_RF+HistGB+ET,L1_Lasso,10,Stack_RF+HistGB+ET,87.17869148579588,32.705419143508465,73.03371615144519,34.51844185650081,53.60983063879428,12.486085967981662,0.9879687063020611,0.6881994346292009,10-Fold
L1_Lasso_15_RandomForest_default,L1_Lasso,15,RandomForest_default,81.85606903691342,34.61073810285425,87.1824506443736,40.04949611728837,53.50937565915751,14.002583378739025,0.9439345669664657,0.6976778572710525,10-Fold
L1_Lasso_15_RandomForest_tuned,L1_Lasso,15,RandomForest_tuned,79.61186718507619,31.96154734467008,85.55453033341566,40.0395099377369,53.32299654423506,14.34140351865296,0.9141806803371301,0.7164405167291964,10-Fold
L1_Lasso_15_HistGB_Poisson_default,L1_Lasso,15,HistGB_Poisson_default,87.22473588601189,34.01678209730229,69.27550676079977,27.151659521010004,53.445296469709305,11.992274678376168,0.9763214626706398,0.6325297785393429,10-Fold
L1_Lasso_15_HistGB_Poisson_tuned_v1,L1_Lasso,15,HistGB_Poisson_tuned_v1,80.66554090596563,36.75782371063771,56.564183944342645,20.85313139557767,50.93736509378273,14.104323887911434,0.9973619706201065,0.6903659334215113,10-Fold
L1_Lasso_15_HistGB_Poisson_tuned_v2,L1_Lasso,15,HistGB_Poisson_tuned_v2,87.22473588601189,34.01678209730229,69.27550676079977,27.151659521010004,53.445296469709305,11.992274678376168,0.9763214626706398,0.6325297785393429,10-Fold
L1_Lasso_15_HistGB_SquaredError,L1_Lasso,15,HistGB_SquaredError,77.64808872515961,32.91385381870682,74.20238537606488,40.965926000866695,57.06954643089589,16.63666238485704,0.9966990573355214,0.6987327343939826,10-Fold
L1_Lasso_15_ExtraTrees,L1_Lasso,15,ExtraTrees,85.39124468485714,32.62381681738808,73.52516010564185,34.30638320282881,50.42949350355691,13.788642793161134,0.9999426263449609,0.6968091085135525,10-Fold
L1_Lasso_15_GradientBoosting_Huber,L1_Lasso,15,GradientBoosting_Huber,83.56981986298905,36.10836871562123,74.21640870895959,30.620506193956007,55.03509989282405,15.907300881886657,0.9917806811103709,0.6903169161540945,10-Fold
