id,feature_selection,n_features,model,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,SMAPE_mean,SMAPE_std,R2_train_mean,Corr_R2_val_mean,cv_strategy
L1_Lasso_15_PoissonRegressor,L1_Lasso,15,PoissonRegressor,91.40523602691579,48.208928649402964,59.400657850629635,29.839109171048186,46.80386102221037,8.849277392304325,0.8293344970647546,0.6703558688404943,10-Fold
L1_Lasso_15_Bagging_HistGB,L1_Lasso,15,Bagging_HistGB,83.86026921949168,33.11003072503658,63.26091879218652,19.576244402925685,49.86413026282817,6.758434551235441,0.8951457194739554,0.6754881059204413,10-Fold
L1_Lasso_15_Stack_RF+HistGB+ET,L1_Lasso,15,Stack_RF+HistGB+ET,79.01860381465713,33.57478086550574,70.45849776303099,33.14788875245865,51.126393793020654,12.141841518807155,0.9538869239476645,0.7289819871647809,10-Fold
L1_Lasso_20_RandomForest_default,L1_Lasso,20,RandomForest_default,78.87361330814134,33.68590349867786,86.55491191261169,43.90727717480341,52.674373684139525,13.392587071373388,0.9458247516196433,0.7088385016880265,10-Fold
L1_Lasso_20_RandomForest_tuned,L1_Lasso,20,RandomForest_tuned,76.792528101976,31.737350973040996,82.60173183591057,38.19603179519568,52.78916283788627,13.079189818604457,0.9209602679919062,0.7284204400007298,10-Fold
L1_Lasso_20_HistGB_Poisson_default,L1_Lasso,20,HistGB_Poisson_default,81.60790783070861,32.891329079824295,60.14978220569433,17.68055492027277,50.01856966886232,10.010021244535968,0.9797478719206971,0.6543715948877739,10-Fold
L1_Lasso_20_HistGB_Poisson_tuned_v1,L1_Lasso,20,HistGB_Poisson_tuned_v1,80.48651473609728,37.603339746145295,49.982844174743256,13.476784405596995,48.80410786174812,11.951329848841826,0.9971188052705454,0.695593478040304,10-Fold
L1_Lasso_20_HistGB_Poisson_tuned_v2,L1_Lasso,20,HistGB_Poisson_tuned_v2,81.60790783070861,32.891329079824295,60.14978220569433,17.68055492027277,50.01856966886232,10.010021244535968,0.9797478719206971,0.6543715948877739,10-Fold
L1_Lasso_20_HistGB_SquaredError,L1_Lasso,20,HistGB_SquaredError,75.35212326204606,38.7834225962629,60.09083365735016,32.89937513249502,48.59674404509101,16.43070443226936,0.9977871893395598,0.6984907713079531,10-Fold
L1_Lasso_20_ExtraTrees,L1_Lasso,20,ExtraTrees,84.73595272744572,34.40005246044218,75.1786757203187,41.67689894810608,50.17217648469612,12.99475345334865,0.9999426324970606,0.6706393260294097,10-Fold
L1_Lasso_20_GradientBoosting_Huber,L1_Lasso,20,GradientBoosting_Huber,79.2575464068622,35.36134649111308,65.76941719704254,25.998691710167886,52.29473215190497,16.67342305354682,0.9916765644840237,0.7081601080340393,10-Fold
L1_Lasso_20_PoissonRegressor,L1_Lasso,20,PoissonRegressor,117.7804543618538,72.1343245466854,66.84632340458765,28.070312715068635,49.919470318474474,7.8732533947615435,0.8378677845362758,0.6042788097305969,10-Fold
L1_Lasso_20_Bagging_HistGB,L1_Lasso,20,Bagging_HistGB,81.91626226206847,34.108257538683084,60.403564742192714,17.696355063265624,49.53941925124369,7.91251578464783,0.9000395977919787,0.6727921963645054,10-Fold
L1_Lasso_20_Stack_RF+HistGB+ET,L1_Lasso,20,Stack_RF+HistGB+ET,76.1291330877099,32.87748259564327,61.70398240239833,22.011669497158202,48.97085789020743,11.728151650896281,0.9570931020759526,0.7370624418131972,10-Fold
L1_Lasso_25_RandomForest_default,L1_Lasso,25,RandomForest_default,81.00699328607017,33.5151346807553,88.40167859736496,46.92708330070048,53.34034222176365,13.139176960734558,0.944366463744738,0.6920024085721377,10-Fold
L1_Lasso_25_RandomForest_tuned,L1_Lasso,25,RandomForest_tuned,79.7851646601475,31.21831588279889,87.99135856057852,42.75139594105087,54.11831615907978,12.880495009926307,0.919740940019417,0.7178611271051447,10-Fold
L1_Lasso_25_HistGB_Poisson_default,L1_Lasso,25,HistGB_Poisson_default,85.05432108960647,31.767563158057193,62.61752662221185,18.432150576131736,52.313018252336576,11.740554673307022,0.9846404248506886,0.6306622286963616,10-Fold
L1_Lasso_25_HistGB_Poisson_tuned_v1,L1_Lasso,25,HistGB_Poisson_tuned_v1,81.69055024741155,37.21756720379253,48.2172639396634,13.407037382199192,47.660888638272574,9.774332332686912,0.9977691741282259,0.6658690403555861,10-Fold
L1_Lasso_25_HistGB_Poisson_tuned_v2,L1_Lasso,25,HistGB_Poisson_tuned_v2,85.05432108960647,31.767563158057193,62.61752662221185,18.432150576131736,52.313018252336576,11.740554673307022,0.9846404248506886,0.6306622286963616,10-Fold
L1_Lasso_25_HistGB_SquaredError,L1_Lasso,25,HistGB_SquaredError,77.47089390410329,37.00522936098421,68.43555944362372,33.30399130333752,51.59767744163147,18.124301291555888,0.9983126941391722,0.6960127263132739,10-Fold
L1_Lasso_25_ExtraTrees,L1_Lasso,25,ExtraTrees,84.47662916565751,35.40483612935053,78.7167860550592,41.06213157830341,52.398757401906764,12.210896167283288,0.9999426324970606,0.6601170338137577,10-Fold
L1_Lasso_25_GradientBoosting_Huber,L1_Lasso,25,GradientBoosting_Huber,84.51138305037873,35.700141650026886,68.96024904262705,22.014096615152603,52.17017495191711,14.48277109482157,0.9878457223134373,0.680688766403602,10-Fold
L1_Lasso_25_PoissonRegressor,L1_Lasso,25,PoissonRegressor,156.82435004807795,133.61229949494927,77.31363148088693,36.18225799058402,55.23734817999432,6.117227089357838,0.8533350651389193,0.5337245888576909,10-Fold
L1_Lasso_25_Bagging_HistGB,L1_Lasso,25,Bagging_HistGB,80.39443206399872,35.28378810526314,59.5916416612621,19.137512242668826,48.78114668026939,11.813932269470719,0.909499330443442,0.6873172941007153,10-Fold
L1_Lasso_25_Stack_RF+HistGB+ET,L1_Lasso,25,Stack_RF+HistGB+ET,77.67730783215033,32.14113722047477,65.71777059327164,22.698103103657225,50.40276767546871,10.354946831622941,0.9734429682287973,0.7052640818959424,10-Fold
