id,feature_selection,n_features,model,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,SMAPE_mean,SMAPE_std,R2_train_mean,Corr_R2_val_mean,cv_strategy,rank_RMSE,rank_MAPE,rank_SMAPE,avg_rank
L1_Lasso_30_HistGB_Poisson_tuned_v2,L1_Lasso,30,HistGB_Poisson_tuned_v2,84.24622826854414,34.87827274834169,63.46247703025599,24.791035360866633,51.97417004328615,13.439714888180713,0.9845494290308135,0.629777569342977,Repeated_5x10,45.0,9.0,22.0,25.333333333333332
L1_Lasso_30_HistGB_Poisson_default,L1_Lasso,30,HistGB_Poisson_default,84.24622826854414,34.87827274834169,63.46247703025599,24.791035360866633,51.97417004328615,13.439714888180713,0.9845494290308135,0.629777569342977,Repeated_5x10,45.0,9.0,22.0,25.333333333333332
L1_Lasso_25_HistGB_Poisson_default,L1_Lasso,25,HistGB_Poisson_default,84.24622826854414,34.87827274834169,63.46247703025599,24.791035360866633,51.97417004328615,13.439714888180713,0.9845494290308135,0.629777569342977,Repeated_5x10,45.0,9.0,22.0,25.333333333333332
L1_Lasso_15_Stack_RF+HistGB+ET,L1_Lasso,15,Stack_RF+HistGB+ET,82.17820059210234,35.516542157550575,69.25129989701651,28.524316033920144,51.63592205938829,13.162218726638697,0.9178558685592598,0.7008083136030038,Repeated_5x10,31.0,28.0,18.0,25.666666666666668
L1_Lasso_20_HistGB_SquaredError,L1_Lasso,20,HistGB_SquaredError,77.8599112916578,35.31425293373788,67.72585452216596,27.57476514257452,55.91543630871128,16.89246424772891,0.9979381823207413,0.6617242982059724,Repeated_5x10,2.0,23.0,55.0,26.666666666666668
L1_Lasso_10_RandomForest_tuned,L1_Lasso,10,RandomForest_tuned,78.40283987705193,33.3897093368402,75.24035678801098,24.164407245347206,52.808037324754444,12.930116253752226,0.9045831980295186,0.7004779696363027,Repeated_5x10,5.0,47.0,29.0,27.0
RF_20_HistGB_Poisson_tuned_v2,RF,20,HistGB_Poisson_tuned_v2,80.65741203607938,36.17632209629267,69.81278436840802,30.7172469003321,53.69683556747768,13.533861704689729,0.9779006632856566,0.6559728026822955,Repeated_5x10,15.0,33.0,35.0,27.666666666666668
RF_20_HistGB_Poisson_default,RF,20,HistGB_Poisson_default,80.65741203607938,36.17632209629267,69.81278436840802,30.7172469003321,53.69683556747768,13.533861704689729,0.9779006632856566,0.6559728026822955,Repeated_5x10,15.0,33.0,35.0,27.666666666666668
L1_Lasso_20_RandomForest_tuned,L1_Lasso,20,RandomForest_tuned,77.6459102320438,34.79368962523921,83.35241628753582,32.98930455118046,53.52690779676448,14.152502368312419,0.9203514515669269,0.6996289418309856,Repeated_5x10,1.0,56.0,32.0,29.666666666666668
L1_Lasso_20_ExtraTrees,L1_Lasso,20,ExtraTrees,82.76887780140261,33.6273256985896,73.05966689338166,36.77879081159007,50.37657251929385,12.900158261456054,0.9999413374240389,0.6785202044265994,Repeated_5x10,35.0,43.0,12.0,30.0
L1_Lasso_25_HistGB_SquaredError,L1_Lasso,25,HistGB_SquaredError,79.3243353972146,36.65897177904762,68.0255260235643,28.327298898878727,55.79517697383678,16.622880529537763,0.9983519773663605,0.6591802646539581,Repeated_5x10,11.0,25.0,54.0,30.0
L1_Lasso_30_ExtraTrees,L1_Lasso,30,ExtraTrees,81.28080144463574,34.126447138113114,73.99054436727334,34.48037492333416,51.926053705953336,12.386241017834546,0.9999413374240389,0.6788045842561174,Repeated_5x10,24.0,45.0,21.0,30.0
