id,feature_selection,n_features,model,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,SMAPE_mean,SMAPE_std,R2_train_mean,Corr_R2_val_mean,cv_strategy,rank_RMSE,rank_MAPE,rank_SMAPE,avg_rank
L1_Lasso_30_HistGB_Poisson_tuned_v2,L1_Lasso,30,HistGB_Poisson_tuned_v2,85.05432108960647,31.767563158057193,62.61752662221185,18.432150576131736,52.313018252336576,11.740554673307022,0.9846404248506886,0.6306622286963616,10-Fold,47.0,14.0,26.0,29.0
L1_Lasso_20_RandomForest_tuned,L1_Lasso,20,RandomForest_tuned,76.792528101976,31.737350973040996,82.60173183591057,38.19603179519568,52.78916283788627,13.079189818604457,0.9209602679919062,0.7284204400007298,10-Fold,4.0,56.0,32.0,30.666666666666668
L1_Lasso_25_GradientBoosting_Huber,L1_Lasso,25,GradientBoosting_Huber,84.51138305037873,35.700141650026886,68.96024904262705,22.014096615152603,52.17017495191711,14.48277109482157,0.9878457223134373,0.680688766403602,10-Fold,43.0,30.0,23.0,32.0
RF_20_HistGB_Poisson_tuned_v1,RF,20,HistGB_Poisson_tuned_v1,82.91023134826453,47.42001058972382,62.73586573154931,33.791049109922966,53.82766434389007,12.566935374754692,0.992199174910206,0.647855458757655,10-Fold,34.0,18.0,45.0,32.333333333333336
L1_Lasso_30_RandomForest_tuned,L1_Lasso,30,RandomForest_tuned,78.37998269657703,30.26980394535101,83.24184464464813,40.82752747642028,53.39298304797522,12.127952661070825,0.922724867656999,0.7214414782689862,10-Fold,9.0,57.0,37.0,34.333333333333336
L1_Lasso_20_RandomForest_default,L1_Lasso,20,RandomForest_default,78.87361330814134,33.68590349867786,86.55491191261169,43.90727717480341,52.674373684139525,13.392587071373388,0.9458247516196433,0.7088385016880265,10-Fold,12.0,60.0,31.0,34.333333333333336
L1_Lasso_30_ExtraTrees,L1_Lasso,30,ExtraTrees,82.18500071509335,35.66566791730359,76.12836020986745,38.07502277320389,52.31207934665166,11.500623927563016,0.9999426324970606,0.6681295570531744,10-Fold,33.0,46.0,25.0,34.666666666666664
RF_20_Bagging_HistGB,RF,20,Bagging_HistGB,83.04148793180647,34.311383316127475,68.88428427168063,30.698288296609046,53.448890702550806,8.540159966116395,0.8814099712985536,0.7009040185867128,10-Fold,35.0,29.0,40.0,34.666666666666664
L1_Lasso_20_ExtraTrees,L1_Lasso,20,ExtraTrees,84.73595272744572,34.40005246044218,75.1786757203187,41.67689894810608,50.17217648469612,12.99475345334865,0.9999426324970606,0.6706393260294097,10-Fold,45.0,44.0,15.0,34.666666666666664
L1_Lasso_10_RandomForest_tuned,L1_Lasso,10,RandomForest_tuned,80.4849626996697,29.623688335596416,77.20917550577528,30.458340176236185,53.34964570609158,11.678345871787608,0.9055966158652786,0.7179019562156042,10-Fold,20.0,49.0,36.0,35.0
L1_Lasso_10_HistGB_Poisson_tuned_v1,L1_Lasso,10,HistGB_Poisson_tuned_v1,84.41001217223092,37.76477956572219,61.80392489294452,21.025201781264307,54.89454130269205,12.087488204634885,0.9953438040800338,0.6584474895021337,10-Fold,41.0,13.0,52.0,35.333333333333336
L1_Lasso_20_PoissonRegressor,L1_Lasso,20,PoissonRegressor,117.7804543618538,72.1343245466854,66.84632340458765,28.070312715068635,49.919470318474474,7.8732533947615435,0.8378677845362758,0.6042788097305969,10-Fold,73.0,23.0,12.0,36.0
L1_Lasso_15_ExtraTrees,L1_Lasso,15,ExtraTrees,85.39124468485714,32.62381681738808,73.52516010564185,34.30638320282881,50.42949350355691,13.788642793161134,0.9999426263449609,0.6968091085135525,10-Fold,53.0,38.0,17.0,36.0
L1_Lasso_15_RandomForest_tuned,L1_Lasso,15,RandomForest_tuned,79.61186718507619,31.96154734467008,85.55453033341566,40.0395099377369,53.32299654423506,14.34140351865296,0.9141806803371301,0.7164405167291964,10-Fold,15.0,59.0,34.0,36.0
L1_Lasso_15_HistGB_SquaredError,L1_Lasso,15,HistGB_SquaredError,77.64808872515961,32.91385381870682,74.20238537606488,40.965926000866695,57.06954643089589,16.63666238485704,0.9966990573355214,0.6987327343939826,10-Fold,7.0,39.0,65.0,37.0
L1_Lasso_10_ExtraTrees,L1_Lasso,10,ExtraTrees,85.24830550374256,30.675544745709594,74.63531303447658,37.93336576000104,52.04343758093987,14.288153255800216,0.9999426086912118,0.7061839880633365,10-Fold,52.0,43.0,22.0,39.0
L1_Lasso_10_PoissonRegressor,L1_Lasso,10,PoissonRegressor,111.2896481497684,62.23602504231679,68.75820127559187,31.778381149799614,51.59076178723043,13.715925861134956,0.7513443146333898,0.6185174459569156,10-Fold,71.0,28.0,20.0,39.666666666666664
L1_Lasso_25_RandomForest_default,L1_Lasso,25,RandomForest_default,81.00699328607017,33.5151346807553,88.40167859736496,46.92708330070048,53.34034222176365,13.139176960734558,0.944366463744738,0.6920024085721377,10-Fold,24.0,64.0,35.0,41.0
L1_Lasso_25_ExtraTrees,L1_Lasso,25,ExtraTrees,84.47662916565751,35.40483612935053,78.7167860550592,41.06213157830341,52.398757401906764,12.210896167283288,0.9999426324970606,0.6601170338137577,10-Fold,42.0,52.0,30.0,41.333333333333336
L1_Lasso_25_RandomForest_tuned,L1_Lasso,25,RandomForest_tuned,79.7851646601475,31.21831588279889,87.99135856057852,42.75139594105087,54.11831615907978,12.880495009926307,0.919740940019417,0.7178611271051447,10-Fold,16.0,62.0,48.0,42.0
L1_Lasso_30_RandomForest_default,L1_Lasso,30,RandomForest_default,79.8143919754641,30.973361187083913,88.55035150395376,45.39369541206846,53.7430670976942,12.995530263352817,0.9447177760178194,0.6976585451027517,10-Fold,17.0,65.0,44.0,42.0
L1_Lasso_10_RandomForest_default,L1_Lasso,10,RandomForest_default,84.19076617960627,39.212366939497976,79.67961723919242,36.33053543208469,53.06099933480241,11.83072312647586,0.9479554446524338,0.6854342032321006,10-Fold,40.0,54.0,33.0,42.333333333333336
L1_Lasso_15_HistGB_Poisson_tuned_v2,L1_Lasso,15,HistGB_Poisson_tuned_v2,87.22473588601189,34.01678209730229,69.27550676079977,27.151659521010004,53.445296469709305,11.992274678376168,0.9763214626706398,0.6325297785393429,10-Fold,58.0,31.0,38.0,42.333333333333336
L1_Lasso_15_HistGB_Poisson_default,L1_Lasso,15,HistGB_Poisson_default,87.22473588601189,34.01678209730229,69.27550676079977,27.151659521010004,53.445296469709305,11.992274678376168,0.9763214626706398,0.6325297785393429,10-Fold,58.0,31.0,38.0,42.333333333333336
L1_Lasso_15_GradientBoosting_Huber,L1_Lasso,15,GradientBoosting_Huber,83.56981986298905,36.10836871562123,74.21640870895959,30.620506193956007,55.03509989282405,15.907300881886657,0.9917806811103709,0.6903169161540945,10-Fold,37.0,40.0,53.0,43.333333333333336
L1_Lasso_15_RandomForest_default,L1_Lasso,15,RandomForest_default,81.85606903691342,34.61073810285425,87.1824506443736,40.04949611728837,53.50937565915751,14.002583378739025,0.9439345669664657,0.6976778572710525,10-Fold,30.0,61.0,41.0,44.0
L1_Lasso_10_Stack_RF+HistGB+ET,L1_Lasso,10,Stack_RF+HistGB+ET,87.17869148579588,32.705419143508465,73.03371615144519,34.51844185650081,53.60983063879428,12.486085967981662,0.9879687063020611,0.6881994346292009,10-Fold,57.0,36.0,43.0,45.333333333333336
L1_Lasso_30_GradientBoosting_Huber,L1_Lasso,30,GradientBoosting_Huber,85.96908125173952,35.8913359287378,72.724498149938,22.994873019423007,54.62623324581891,14.372596913821308,0.9869483964525582,0.6744354832726815,10-Fold,54.0,35.0,50.0,46.333333333333336
L1_Lasso_10_Bagging_HistGB,L1_Lasso,10,Bagging_HistGB,86.67849748996893,31.183953660162114,73.11764778937494,23.2597298824524,54.72420206790961,9.780313924416118,0.8651429518708497,0.648352261115672,10-Fold,55.0,37.0,51.0,47.666666666666664
RF_20_GradientBoosting_Huber,RF,20,GradientBoosting_Huber,84.16957258417303,36.700003306461255,77.23530646444124,51.87497796920252,55.39931084332752,10.234924141554666,0.9773382220137223,0.6802850558818666,10-Fold,39.0,50.0,55.0,48.0
RF_20_RandomForest_tuned,RF,20,RandomForest_tuned,80.51505172680265,33.20020881574671,93.0563612585697,58.604179931763234,55.555150574449385,13.008197933830882,0.9134353857638546,0.7287634129312981,10-Fold,22.0,70.0,56.0,49.333333333333336
RF_20_RandomForest_default,RF,20,RandomForest_default,81.54836578140642,32.54460862303444,88.68318907915392,49.931406522637666,56.15190619807667,12.577004798633121,0.9398255363789019,0.6677204384852565,10-Fold,25.0,66.0,58.0,49.666666666666664
MI_20_HistGB_Poisson_tuned_v1,MI,20,HistGB_Poisson_tuned_v1,98.88828415626412,44.0197595080742,67.60323727862956,39.42572838468938,56.337363194911106,12.807544338501742,0.9928178303196606,0.6157773767752185,10-Fold,70.0,26.0,59.0,51.666666666666664
MI_20_HistGB_Poisson_default,MI,20,HistGB_Poisson_default,87.41770926890172,33.43723691642055,74.47214439012973,39.44245036159273,56.69768231294402,12.352434273263544,0.966045424629289,0.7308841749239717,10-Fold,60.0,41.0,61.0,54.0
MI_20_HistGB_Poisson_tuned_v2,MI,20,HistGB_Poisson_tuned_v2,87.41770926890172,33.43723691642055,74.47214439012973,39.44245036159273,56.69768231294402,12.352434273263544,0.966045424629289,0.7308841749239717,10-Fold,60.0,41.0,61.0,54.0
L1_Lasso_10_HistGB_SquaredError,L1_Lasso,10,HistGB_SquaredError,82.107164804344,32.63024103242168,85.41433071240164,32.90185173430844,69.6954972628576,16.705921127422627,0.9908051152839965,0.7050018639097523,10-Fold,32.0,58.0,76.0,55.333333333333336
L1_Lasso_30_PoissonRegressor,L1_Lasso,30,PoissonRegressor,149.60389855661066,116.86783332663417,75.28793053024617,34.19732767577081,54.302671346212584,6.970296545461546,0.8577533784655011,0.5395665172400578,10-Fold,75.0,45.0,49.0,56.333333333333336
MI_20_GradientBoosting_Huber,MI,20,GradientBoosting_Huber,83.33056411987965,37.516276776990416,89.59118638339196,60.510238865036094,59.032200160213094,15.223006730661993,0.9789568436488132,0.688123492664897,10-Fold,36.0,68.0,69.0,57.666666666666664
L1_Lasso_10_HistGB_Poisson_default,L1_Lasso,10,HistGB_Poisson_default,88.20849193156441,34.641695045424235,76.28914904347054,37.36152041533385,56.728989163529015,12.622873213568967,0.9522686573938828,0.6193688379855085,10-Fold,65.0,47.0,63.0,58.333333333333336
L1_Lasso_10_HistGB_Poisson_tuned_v2,L1_Lasso,10,HistGB_Poisson_tuned_v2,88.20849193156441,34.641695045424235,76.28914904347054,37.36152041533385,56.728989163529015,12.622873213568967,0.9522686573938828,0.6193688379855085,10-Fold,65.0,47.0,63.0,58.333333333333336
RF_20_Stack_RF+HistGB+ET,RF,20,Stack_RF+HistGB+ET,87.06403462246446,36.34158537466528,88.14163315477741,55.935355939072124,55.77725912281844,8.996709186068927,0.9628019537717462,0.6601195057349543,10-Fold,56.0,63.0,57.0,58.666666666666664
RF_20_ExtraTrees,RF,20,ExtraTrees,84.7190549805157,34.493810783190426,89.7178196176042,56.227503079385826,57.511815347275004,10.718079293114418,0.9954861181203704,0.6598806948458111,10-Fold,44.0,69.0,66.0,59.666666666666664
L1_Lasso_25_PoissonRegressor,L1_Lasso,25,PoissonRegressor,156.82435004807795,133.61229949494927,77.31363148088693,36.18225799058402,55.23734817999432,6.117227089357838,0.8533350651389193,0.5337245888576909,10-Fold,76.0,51.0,54.0,60.333333333333336
MI_20_Bagging_HistGB,MI,20,Bagging_HistGB,92.13188731883031,30.892907171445415,79.26955255339884,48.58936391491166,56.570767646014076,11.990039543996764,0.8794017876246322,0.7309129352936619,10-Fold,69.0,53.0,60.0,60.666666666666664
MI_20_RandomForest_tuned,MI,20,RandomForest_tuned,85.0215795411493,35.50400228534563,105.95897691121385,79.7536347680537,57.65955205653286,14.011397163289136,0.9087390544100978,0.6766846437598064,10-Fold,46.0,72.0,67.0,61.666666666666664
MI_20_Stack_RF+HistGB+ET,MI,20,Stack_RF+HistGB+ET,85.15491714075142,35.128369234802506,99.79093093016986,68.81898072497232,57.921765954862884,11.905500230651885,0.9634349475149273,0.66978306959875,10-Fold,51.0,71.0,68.0,63.333333333333336
L1_Lasso_10_GradientBoosting_Huber,L1_Lasso,10,GradientBoosting_Huber,87.79371353904126,40.35970268381172,80.81689256260037,40.25880202895167,61.4876034737538,12.05937830555959,0.9892820549391876,0.6588199272159446,10-Fold,63.0,55.0,73.0,63.666666666666664
RF_20_HistGB_SquaredError,RF,20,HistGB_SquaredError,88.02921627802104,34.98724669530441,89.12294836666328,50.83297984880745,60.19626613792777,10.86236725953749,0.9928217793773723,0.6217737252924578,10-Fold,64.0,67.0,71.0,67.33333333333333
MI_20_RandomForest_default,MI,20,RandomForest_default,87.46145749877056,35.22266608237731,112.57266822021145,87.627065964204,59.057919534928985,14.557333176868076,0.933488771390661,0.6344943640531481,10-Fold,62.0,75.0,70.0,69.0
MI_20_ExtraTrees,MI,20,ExtraTrees,89.75675079384226,37.45686210341058,107.08668007810577,67.70195565966115,62.36251153100288,10.944911195632631,0.9954861185912396,0.6341152663374588,10-Fold,67.0,73.0,74.0,71.33333333333333
RF_20_PoissonRegressor,RF,20,PoissonRegressor,185.72444852757042,174.43982546135862,111.12034401136286,50.92481281117499,60.5303343931493,7.86610167051984,0.7711748237139279,0.5140439655742803,10-Fold,77.0,74.0,72.0,74.33333333333333
MI_20_HistGB_SquaredError,MI,20,HistGB_SquaredError,113.7561291889684,49.111452645808114,113.75569851590168,111.71419676983005,71.21944077709936,20.060368203991715,0.9873663724434503,0.5015884063605582,10-Fold,72.0,76.0,77.0,75.0
MI_20_PoissonRegressor,MI,20,PoissonRegressor,149.1509530697925,98.76482860348052,149.66663210973482,157.04252224919375,63.87521991995451,12.22538837619213,0.7249585917673964,0.4061950186290259,10-Fold,74.0,77.0,75.0,75.33333333333333
