split,feature_selection_method,feature_name
Split13,RandomForest,num__walk_comm_hm
Split13,RandomForest,num__zch_qm
Split13,RandomForest,num__transit_stops_hm
Split13,RandomForest,num__isect_dens_hm
Split13,RandomForest,num__sig_dens_em
Split13,RandomForest,num__sig_int_em
Split13,RandomForest,num__stv_ann
Split13,RandomForest,num__stv_mi
Split13,RandomForest,num__Retail Area_em
Split13,RandomForest,num__isect_dens_em
Split14,MutualInformation,num__job_dens_em
Split14,MutualInformation,num__job_dens
Split14,MutualInformation,num__job_dens_qm
Split14,MutualInformation,num__isect_dens_em
Split14,MutualInformation,num__sig_dens_hm
Split14,MutualInformation,num__transit_stops_hm
Split14,MutualInformation,num__sig_int_hm
Split14,MutualInformation,num__job_dens_hm
Split14,MutualInformation,num__walk_comm_hm
Split14,MutualInformation,num__sig_dens_qm
Split14,MutualInformation,num__bus_stops_hm
Split14,MutualInformation,num__sig_int_qm
Split14,MutualInformation,num__stv_mi_hm
Split14,MutualInformation,num__hh_hm
Split14,MutualInformation,num__isect_dens_hm
Split14,MutualInformation,num__zch_qm
Split14,MutualInformation,num__isect_dens_qm
Split14,MutualInformation,num__bus_stops_qm
Split14,MutualInformation,num__zch_em
Split14,MutualInformation,num__transit_stops_qm
Split14,L1_Lasso,num__stv_mi
Split14,L1_Lasso,num__Park Area
Split14,L1_Lasso,num__swlk_len
Split14,L1_Lasso,num__Commercial Area_em
Split14,L1_Lasso,num__Park Area_em
Split14,L1_Lasso,num__bus_stops_hm
Split14,L1_Lasso,num__job_dens_hm
Split14,L1_Lasso,cat__season_spring
Split14,L1_Lasso,cat__class_type_mot-sec
Split14,L1_Lasso,cat__class_type_pri-ter
Split14,L1_Lasso,cat__class_type_sec-sec
Split14,L1_Lasso,cat__speed_type_25 mph-55 mph
Split14,L1_Lasso,cat__crossing_class_unmarked
Split14,RandomForest,num__isect_dens_hm
Split14,RandomForest,num__job_dens_em
Split14,RandomForest,num__stv_mi_hm
Split14,RandomForest,num__zch_qm
Split14,RandomForest,num__job_dens
Split14,RandomForest,num__transit_stops_hm
Split14,RandomForest,num__zch_hm
Split14,RandomForest,num__job_dens_hm
Split14,RandomForest,num__sig_dens_hm
Split14,RandomForest,num__bus_stops_hm
Split14,RandomForest,num__sig_int_hm
Split14,RandomForest,num__sig_int_qm
Split14,RandomForest,num__dist_CBD
Split14,RandomForest,num__stv_mi_qm
Split14,RandomForest,num__walk_comm_hm
Split14,RandomForest,num__sig_dens_qm
Split14,RandomForest,num__Retail Area_hm
Split14,RandomForest,num__transit_stops_qm
Split14,RandomForest,num__stv_ann
Split14,RandomForest,num__job_dens_qm
Split15,MutualInformation,num__walk_comm_hm
Split15,MutualInformation,num__stv_mi_hm
Split15,MutualInformation,num__isect_dens_qm
Split15,MutualInformation,num__sig_int_hm
Split15,MutualInformation,num__sig_dens_hm
Split15,MutualInformation,num__stv_mi
Split15,MutualInformation,num__stv_ann
Split15,MutualInformation,num__swlk_len_hm
Split15,MutualInformation,num__isect_dens_em
Split15,MutualInformation,num__job_dens_qm
Split15,MutualInformation,num__job_dens_em
Split15,MutualInformation,num__stv_mi_em
Split15,MutualInformation,num__dist_CBD
Split15,MutualInformation,num__job_dens
Split15,MutualInformation,num__job_dens_hm
Split15,MutualInformation,num__sig_int_em
Split15,MutualInformation,num__sig_dens_em
Split15,MutualInformation,num__transit_stops_hm
Split15,MutualInformation,num__sig_dens_qm
Split15,MutualInformation,num__zch_qm
Split15,L1_Lasso,num__Number of
Split15,L1_Lasso,num__stv_mi
Split15,L1_Lasso,num__sig_int_em
Split15,L1_Lasso,num__Commercial Area_em
Split15,L1_Lasso,num__transit_stops_qm
Split15,L1_Lasso,num__stv_mi_hm
Split15,L1_Lasso,num__job_dens_hm
Split15,L1_Lasso,num__Park Area_hm
Split15,L1_Lasso,cat__class_type_sec-sec
Split15,L1_Lasso,cat__speed_type_20 mph-30 mph
Split15,L1_Lasso,cat__crossing_class_unmarked
Split15,RandomForest,num__isect_dens_hm
Split15,RandomForest,num__job_dens_em
Split15,RandomForest,num__job_dens_hm
Split15,RandomForest,num__sig_dens_qm
Split15,RandomForest,num__sig_int_qm
Split15,RandomForest,num__sig_dens_hm
Split15,RandomForest,num__sig_int_hm
Split15,RandomForest,num__job_dens_qm
Split15,RandomForest,num__stv_mi_hm
Split15,RandomForest,num__zch_qm
Split15,RandomForest,num__stv_mi_qm
Split15,RandomForest,num__swlk_len
Split15,RandomForest,num__stv_ann
Split15,RandomForest,num__stv_mi
Split15,RandomForest,num__transit_stops_hm
Split15,RandomForest,num__job_dens
Split15,RandomForest,num__transit_stops_qm
Split15,RandomForest,num__sig_dens_em
Split15,RandomForest,num__sig_int_em
Split15,RandomForest,num__Park Area_hm
Split16,MutualInformation,num__stv_mi_hm
Split16,MutualInformation,num__walk_comm_hm
Split16,MutualInformation,num__job_dens_hm
Split16,MutualInformation,num__transit_stops_qm
Split16,MutualInformation,num__sig_int_hm
Split16,MutualInformation,num__sig_dens_qm
Split16,MutualInformation,num__job_dens_qm
Split16,MutualInformation,num__sig_dens_hm
Split16,MutualInformation,num__dist_CBD
Split16,MutualInformation,num__sig_int_qm
Split16,MutualInformation,num__stv_mi_em
Split16,MutualInformation,num__bus_stops_qm
Split16,MutualInformation,num__stv_ann
Split16,MutualInformation,num__stv_mi
Split16,MutualInformation,num__zch_qm
Split16,MutualInformation,num__transit_stops_em
Split16,MutualInformation,num__bus_stops_hm
Split16,MutualInformation,num__isect_dens_em
Split16,MutualInformation,num__med_inc_em
Split16,MutualInformation,cat__speed_type_20 mph-30 mph
Split16,L1_Lasso,num__stv_mi
Split16,L1_Lasso,num__swlk_len
Split16,L1_Lasso,num__sig_int
Split16,L1_Lasso,num__stv_mi_em
Split16,L1_Lasso,num__Commercial Area_em
Split16,L1_Lasso,num__Retail Area_em
Split16,L1_Lasso,num__job_dens_hm
Split16,L1_Lasso,num__Park Area_hm
Split16,L1_Lasso,cat__class_type_mot-sec
Split16,L1_Lasso,cat__class_type_pri-pri
Split16,L1_Lasso,cat__class_type_pri-ter
Split16,L1_Lasso,cat__class_type_sec-sec
Split16,L1_Lasso,cat__speed_type_20 mph-25 mph
Split16,L1_Lasso,cat__speed_type_20 mph-30 mph
Split16,L1_Lasso,cat__crossing_class_unmarked
Split16,RandomForest,num__stv_mi_hm
Split16,RandomForest,num__sig_int_hm
Split16,RandomForest,num__job_dens_em
Split16,RandomForest,num__job_dens_hm
Split16,RandomForest,num__job_dens
Split16,RandomForest,num__sig_dens_hm
Split16,RandomForest,num__sig_int_qm
Split16,RandomForest,num__stv_mi_qm
Split16,RandomForest,num__transit_stops_hm
Split16,RandomForest,num__dist_CBD
Split16,RandomForest,num__stv_mi
Split16,RandomForest,num__stv_mi_em
Split16,RandomForest,num__sig_dens_qm
Split16,RandomForest,num__isect_dens_hm
Split16,RandomForest,num__swlk_len
Split16,RandomForest,num__stv_ann
Split16,RandomForest,num__job_dens_qm
Split16,RandomForest,num__sig_dens
Split16,RandomForest,num__Retail Area_hm
Split16,RandomForest,num__zch_hm
Split17,MutualInformation,num__sig_int_hm
Split17,MutualInformation,num__job_dens_hm
Split17,MutualInformation,num__walk_comm_hm
Split17,MutualInformation,num__sig_dens_hm
Split17,MutualInformation,num__stv_mi_hm
Split17,MutualInformation,num__sig_dens_qm
Split17,MutualInformation,num__job_dens_qm
Split17,MutualInformation,num__sig_int_qm
Split17,MutualInformation,num__job_dens_em
Split17,MutualInformation,num__transit_stops_hm
Split17,MutualInformation,num__isect_dens_em
Split17,MutualInformation,num__job_dens
Split17,MutualInformation,num__transit_stops_em
Split17,MutualInformation,num__hh_hm
Split17,MutualInformation,num__dist_CBD
Split17,MutualInformation,num__stv_mi_em
Split17,MutualInformation,num__stv_mi
Split17,MutualInformation,num__stv_ann
Split17,MutualInformation,num__bus_stops_hm
Split17,MutualInformation,num__isect_dens_hm
Split17,L1_Lasso,num__Number of
Split17,L1_Lasso,num__stv_mi
Split17,L1_Lasso,num__sig_int_em
Split17,L1_Lasso,num__Commercial Area_em
Split17,L1_Lasso,num__job_dens_hm
Split17,L1_Lasso,num__Park Area_hm
Split17,L1_Lasso,num__transit_stops_hm
Split17,L1_Lasso,cat__class_type_sec-sec
Split17,L1_Lasso,cat__speed_type_20 mph-30 mph
Split17,RandomForest,num__zch_hm
Split17,RandomForest,num__isect_dens_hm
Split17,RandomForest,num__job_dens_em
Split17,RandomForest,num__zch_qm
Split17,RandomForest,num__walk_comm_hm
Split17,RandomForest,num__sig_int_qm
Split17,RandomForest,num__job_dens_hm
Split17,RandomForest,num__sig_int_hm
Split17,RandomForest,num__sig_dens_hm
Split17,RandomForest,num__transit_stops_hm
Split17,RandomForest,num__sig_dens_qm
Split17,RandomForest,num__hh_hm
Split17,RandomForest,num__transit_stops_qm
Split17,RandomForest,num__sig_int_em
Split17,RandomForest,num__stv_mi_qm
Split17,RandomForest,num__stv_mi_hm
Split17,RandomForest,num__bus_stops_hm
Split17,RandomForest,num__Park Area_hm
Split17,RandomForest,num__swlk_len
Split17,RandomForest,num__job_dens_qm
Split18,MutualInformation,num__isect_dens_em
Split18,MutualInformation,num__walk_comm_hm
Split18,MutualInformation,num__transit_stops_hm
Split18,MutualInformation,num__bus_stops_hm
Split18,MutualInformation,num__transit_stops_em
Split18,MutualInformation,num__dist_CBD
Split18,MutualInformation,num__sig_dens_qm
Split18,MutualInformation,num__sig_int_qm
Split18,MutualInformation,num__sig_dens_hm
Split18,MutualInformation,num__isect_dens_hm
Split18,MutualInformation,num__job_dens_hm
Split18,MutualInformation,num__sig_int_hm
Split18,MutualInformation,num__swlk_len_hm
Split18,MutualInformation,num__job_dens
Split18,MutualInformation,num__stv_mi_hm
Split18,MutualInformation,num__stv_mi
Split18,MutualInformation,num__stv_ann
Split18,MutualInformation,num__hh_hm
Split18,MutualInformation,num__sig_int_em
Split18,MutualInformation,num__zch_qm
Split18,L1_Lasso,num__Number of
Split18,L1_Lasso,num__stv_mi
Split18,L1_Lasso,num__walk_comm
Split18,L1_Lasso,num__sig_int_em
Split18,L1_Lasso,num__Commercial Area_em
Split18,L1_Lasso,num__transit_stops_qm
Split18,L1_Lasso,num__stv_mi_hm
Split18,L1_Lasso,num__job_dens_hm
Split18,L1_Lasso,num__Park Area_hm
Split18,L1_Lasso,cat__class_type_mot-sec
Split18,L1_Lasso,cat__class_type_sec-sec
Split18,L1_Lasso,cat__speed_type_25 mph-55 mph
Split18,RandomForest,num__job_dens_em
Split18,RandomForest,num__stv_mi_hm
Split18,RandomForest,num__sig_int_qm
Split18,RandomForest,num__job_dens_hm
Split18,RandomForest,num__sig_int_hm
Split18,RandomForest,num__sig_dens_qm
Split18,RandomForest,num__job_dens_qm
Split18,RandomForest,num__sig_dens_hm
Split18,RandomForest,num__isect_dens_hm
Split18,RandomForest,num__job_dens
Split18,RandomForest,num__sig_int_em
Split18,RandomForest,num__sig_dens_em
Split18,RandomForest,num__isect_dens_em
Split18,RandomForest,num__zch_qm
Split18,RandomForest,num__walk_comm_hm
Split18,RandomForest,num__transit_stops_hm
Split18,RandomForest,num__zch_hm
Split18,RandomForest,num__stv_mi
Split18,RandomForest,num__stv_ann
Split18,RandomForest,num__bus_stops_hm
Split19,MutualInformation,num__dist_CBD
Split19,MutualInformation,num__hh_hm
Split19,MutualInformation,num__transit_stops_hm
Split19,MutualInformation,num__sig_int_hm
Split19,MutualInformation,num__sig_dens_hm
Split19,MutualInformation,num__transit_stops_em
Split19,MutualInformation,num__stv_mi_hm
Split19,MutualInformation,num__stv_mi_em
Split19,MutualInformation,num__walk_comm_hm
Split19,MutualInformation,num__job_dens_em
Split19,MutualInformation,num__sig_dens_qm
Split19,MutualInformation,num__zch_em
Split19,MutualInformation,num__isect_dens_em
Split19,MutualInformation,num__job_dens
Split19,MutualInformation,num__bus_stops_hm
Split19,MutualInformation,num__sig_int_qm
Split19,MutualInformation,num__isect_dens_qm
Split19,MutualInformation,num__job_dens_hm
Split19,MutualInformation,num__zch_qm
Split19,MutualInformation,num__swlk_len_em
Split19,L1_Lasso,num__Number of
Split19,L1_Lasso,num__bus_stops_em
Split19,L1_Lasso,num__sig_int_em
Split19,L1_Lasso,num__stv_mi_hm
Split19,L1_Lasso,num__job_dens_hm
Split19,L1_Lasso,num__transit_stops_hm
Split19,L1_Lasso,cat__class_type_pri-res
Split19,L1_Lasso,cat__class_type_sec-sec
Split19,L1_Lasso,cat__speed_type_20 mph-30 mph
Split19,RandomForest,num__job_dens_em
Split19,RandomForest,num__job_dens_hm
Split19,RandomForest,num__stv_mi_hm
Split19,RandomForest,num__zch_hm
Split19,RandomForest,num__sig_int_hm
Split19,RandomForest,num__sig_int_qm
Split19,RandomForest,num__sig_dens_hm
Split19,RandomForest,num__job_dens_qm
Split19,RandomForest,num__zch_qm
Split19,RandomForest,num__sig_dens_qm
Split19,RandomForest,num__job_dens
Split19,RandomForest,num__stv_mi
Split19,RandomForest,num__stv_ann
Split19,RandomForest,num__Park Area_qm
Split19,RandomForest,num__isect_dens_hm
Split19,RandomForest,num__sig_int_em
Split19,RandomForest,num__walk_comm_hm
Split19,RandomForest,num__swlk_len
Split19,RandomForest,num__sig_dens_em
Split19,RandomForest,num__stv_mi_qm
Split20,MutualInformation,num__sig_dens_hm
Split20,MutualInformation,num__sig_int_hm
Split20,MutualInformation,num__walk_comm_hm
Split20,MutualInformation,num__job_dens_hm
Split20,MutualInformation,num__dist_CBD
Split20,MutualInformation,num__sig_dens_qm
Split20,MutualInformation,num__isect_dens_em
Split20,MutualInformation,num__swlk_len
Split20,MutualInformation,num__sig_int_qm
Split20,MutualInformation,num__job_dens_qm
Split20,MutualInformation,num__isect_dens_qm
Split20,MutualInformation,num__job_dens_em
Split20,MutualInformation,num__bus_stops_qm
Split20,MutualInformation,num__transit_stops_qm
Split20,MutualInformation,num__swlk_len_em
Split20,MutualInformation,num__stv_mi_hm
Split20,MutualInformation,num__isect_dens_hm
Split20,MutualInformation,num__Park Area_hm
Split20,MutualInformation,num__transit_stops_em
Split20,MutualInformation,num__job_dens
Split20,L1_Lasso,num__Number of
Split20,L1_Lasso,num__stv_mi
Split20,L1_Lasso,num__Park Area
Split20,L1_Lasso,num__sig_int
Split20,L1_Lasso,num__sig_int_em
Split20,L1_Lasso,num__Commercial Area_em
Split20,L1_Lasso,num__Retail Area_em
Split20,L1_Lasso,num__Park Area_em
Split20,L1_Lasso,num__transit_stops_em
Split20,L1_Lasso,num__stv_mi_hm
Split20,L1_Lasso,num__sig_int_hm
Split20,L1_Lasso,num__job_dens_hm
Split20,L1_Lasso,num__Park Area_hm
Split20,L1_Lasso,num__transit_stops_hm
Split20,L1_Lasso,cat__class_type_pri-ter
Split20,L1_Lasso,cat__class_type_sec-sec
Split20,L1_Lasso,cat__speed_type_20 mph-30 mph
Split20,L1_Lasso,cat__crossing_class_unmarked
Split20,RandomForest,num__stv_mi_hm
Split20,RandomForest,num__isect_dens_hm
Split20,RandomForest,num__sig_int_hm
Split20,RandomForest,num__zch_hm
Split20,RandomForest,num__sig_dens_qm
Split20,RandomForest,num__job_dens_hm
Split20,RandomForest,num__job_dens_em
Split20,RandomForest,num__sig_int_em
Split20,RandomForest,num__sig_dens_em
Split20,RandomForest,num__sig_dens_hm
Split20,RandomForest,num__Park Area_hm
Split20,RandomForest,num__sig_int_qm
Split20,RandomForest,num__job_dens_qm
Split20,RandomForest,num__dist_CBD
Split20,RandomForest,num__walk_comm_hm
Split20,RandomForest,num__stv_mi
Split20,RandomForest,num__stv_ann
Split20,RandomForest,num__job_dens
Split20,RandomForest,num__swlk_len
Split20,RandomForest,num__Commercial Area_em
Split21,MutualInformation,num__transit_stops_em
Split21,MutualInformation,num__isect_dens_em
Split21,MutualInformation,num__stv_mi_em
Split21,MutualInformation,num__job_dens_hm
Split21,MutualInformation,num__bus_stops_em
Split21,MutualInformation,num__job_dens_qm
Split21,MutualInformation,num__sig_int_hm
Split21,MutualInformation,num__sig_dens_hm
Split21,MutualInformation,num__sig_int_qm
Split21,MutualInformation,num__stv_mi_hm
Split21,MutualInformation,cat__class_type_pri-res
Split21,MutualInformation,num__walk_comm_hm
Split21,MutualInformation,num__isect_dens_qm
Split21,MutualInformation,num__swlk_len_hm
Split21,MutualInformation,num__job_dens
Split21,MutualInformation,num__job_dens_em
Split21,MutualInformation,num__sig_dens_qm
Split21,MutualInformation,cat__speed_type_20 mph-30 mph
Split21,MutualInformation,num__stv_mi
Split21,MutualInformation,num__stv_ann
Split21,L1_Lasso,num__Number of
Split21,L1_Lasso,num__stv_mi
Split21,L1_Lasso,num__sig_int_em
Split21,L1_Lasso,num__transit_stops_qm
Split21,L1_Lasso,num__job_dens_hm
Split21,L1_Lasso,num__transit_stops_hm
Split21,L1_Lasso,cat__class_type_pri-ter
Split21,L1_Lasso,cat__class_type_sec-sec
Split21,L1_Lasso,cat__speed_type_20 mph-30 mph
Split21,L1_Lasso,cat__crossing_class_unmarked
Split21,RandomForest,num__job_dens_em
Split21,RandomForest,num__sig_int_qm
Split21,RandomForest,num__job_dens_hm
Split21,RandomForest,num__sig_int_hm
Split21,RandomForest,num__job_dens_qm
Split21,RandomForest,num__sig_int_em
Split21,RandomForest,num__sig_dens_em
Split21,RandomForest,num__sig_dens_hm
Split21,RandomForest,num__stv_mi_hm
Split21,RandomForest,num__sig_dens_qm
Split21,RandomForest,num__job_dens
Split21,RandomForest,num__stv_ann
Split21,RandomForest,num__swlk_len
Split21,RandomForest,num__dist_CBD
Split21,RandomForest,num__stv_mi
Split21,RandomForest,num__zch_hm
Split21,RandomForest,num__transit_stops_hm
Split21,RandomForest,num__Retail Area_em
Split21,RandomForest,num__zch_qm
Split21,RandomForest,num__sig_dens
Split22,MutualInformation,num__sig_int_hm
Split22,MutualInformation,num__sig_dens_hm
Split22,MutualInformation,num__transit_stops_hm
Split22,MutualInformation,num__dist_CBD
Split22,MutualInformation,num__walk_comm_hm
Split22,MutualInformation,num__isect_dens_hm
Split22,MutualInformation,num__bus_stops_hm
Split22,MutualInformation,num__stv_mi
Split22,MutualInformation,num__stv_ann
Split22,MutualInformation,num__job_dens_hm
Split22,MutualInformation,num__sig_int_qm
Split22,MutualInformation,num__job_dens_qm
Split22,MutualInformation,num__hh_hm
Split22,MutualInformation,num__job_dens_em
Split22,MutualInformation,num__stv_mi_hm
Split22,MutualInformation,num__transit_stops_em
Split22,MutualInformation,num__zch_qm
Split22,MutualInformation,num__isect_dens_em
Split22,MutualInformation,num__isect_dens_qm
Split22,MutualInformation,num__job_dens
Split22,L1_Lasso,num__Number of
Split22,L1_Lasso,num__stv_mi
Split22,L1_Lasso,num__dist_CBD
Split22,L1_Lasso,num__Park Area
Split22,L1_Lasso,num__sig_int
Split22,L1_Lasso,num__Commercial Area_em
Split22,L1_Lasso,num__Retail Area_em
Split22,L1_Lasso,num__bus_stops_qm
Split22,L1_Lasso,num__hh_qm
Split22,L1_Lasso,num__job_dens_hm
Split22,L1_Lasso,num__Park Area_hm
Split22,L1_Lasso,cat__class_type_mot-sec
Split22,L1_Lasso,cat__class_type_pri-pri
Split22,L1_Lasso,cat__class_type_pri-sec
Split22,L1_Lasso,cat__class_type_pri-ter
Split22,L1_Lasso,cat__class_type_sec-sec
Split22,L1_Lasso,cat__speed_type_20 mph-25 mph
Split22,L1_Lasso,cat__speed_type_20 mph-30 mph
Split22,L1_Lasso,cat__speed_type_25 mph-55 mph
Split22,L1_Lasso,cat__speed_type_35 mph-35 mph
Split22,L1_Lasso,cat__crossing_class_unmarked
Split22,RandomForest,num__isect_dens_hm
Split22,RandomForest,num__zch_hm
Split22,RandomForest,num__stv_mi_hm
Split22,RandomForest,num__sig_int_qm
Split22,RandomForest,num__sig_dens_qm
Split22,RandomForest,num__sig_dens_hm
Split22,RandomForest,num__job_dens
Split22,RandomForest,num__sig_int_hm
Split22,RandomForest,num__job_dens_em
Split22,RandomForest,num__job_dens_qm
Split22,RandomForest,num__job_dens_hm
Split22,RandomForest,num__stv_mi_qm
Split22,RandomForest,num__zch_qm
Split22,RandomForest,num__sig_dens_em
Split22,RandomForest,num__walk_comm_hm
Split22,RandomForest,num__stv_mi
Split22,RandomForest,num__transit_stops_hm
Split22,RandomForest,num__stv_ann
Split22,RandomForest,num__sig_int_em
Split22,RandomForest,num__Retail Area_em
Split23,MutualInformation,num__walk_comm_hm
Split23,MutualInformation,num__isect_dens_em
Split23,MutualInformation,num__sig_int_hm
Split23,MutualInformation,num__sig_dens_hm
Split23,MutualInformation,num__dist_CBD
Split23,MutualInformation,num__stv_mi_hm
Split23,MutualInformation,num__sig_int_qm
Split23,MutualInformation,num__job_dens_hm
Split23,MutualInformation,num__sig_dens_qm
Split23,MutualInformation,num__hh_hm
Split23,MutualInformation,num__isect_dens_hm
Split23,MutualInformation,num__swlk_len_em
Split23,MutualInformation,num__job_dens
Split23,MutualInformation,num__transit_stops_qm
Split23,MutualInformation,num__job_dens_qm
Split23,MutualInformation,num__bus_stops_qm
Split23,MutualInformation,num__sig_int_em
Split23,MutualInformation,num__job_dens_em
Split23,MutualInformation,num__sig_dens_em
Split23,MutualInformation,num__isect_dens_qm
Split23,L1_Lasso,num__stv_mi
Split23,L1_Lasso,num__tstop_dens
Split23,L1_Lasso,num__bus_stops_em
Split23,L1_Lasso,num__sig_int_em
Split23,L1_Lasso,num__pop_dens_em
Split23,L1_Lasso,num__Commercial Area_em
Split23,L1_Lasso,num__Retail Area_em
Split23,L1_Lasso,num__Park Area_em
Split23,L1_Lasso,num__isect_dens_qm
Split23,L1_Lasso,num__med_inc_qm
Split23,L1_Lasso,num__stv_mi_hm
Split23,L1_Lasso,num__isect_dens_hm
Split23,L1_Lasso,num__job_dens_hm
Split23,L1_Lasso,cat__season_summer
Split23,L1_Lasso,cat__class_type_mot-sec
Split23,L1_Lasso,cat__class_type_pri-pri
Split23,L1_Lasso,cat__class_type_pri-sec
Split23,L1_Lasso,cat__class_type_sec-sec
Split23,L1_Lasso,cat__speed_type_35 mph-35 mph
Split23,RandomForest,num__stv_mi_hm
Split23,RandomForest,num__job_dens_em
Split23,RandomForest,num__isect_dens_hm
Split23,RandomForest,num__dist_CBD
Split23,RandomForest,num__sig_int_hm
Split23,RandomForest,num__zch_qm
Split23,RandomForest,num__job_dens_hm
Split23,RandomForest,num__zch_hm
Split23,RandomForest,num__job_dens_qm
Split23,RandomForest,num__sig_int_qm
Split23,RandomForest,num__sig_dens_hm
Split23,RandomForest,num__stv_ann
Split23,RandomForest,num__walk_comm_hm
Split23,RandomForest,num__sig_dens_qm
Split23,RandomForest,num__sig_dens_em
Split23,RandomForest,num__stv_mi
Split23,RandomForest,num__job_dens
Split23,RandomForest,num__sig_int
Split23,RandomForest,num__sig_dens
Split23,RandomForest,num__Park Area_qm
Split24,MutualInformation,num__walk_comm_hm
Split24,MutualInformation,num__sig_dens_hm
Split24,MutualInformation,num__transit_stops_hm
Split24,MutualInformation,num__isect_dens_em
Split24,MutualInformation,num__sig_int_qm
Split24,MutualInformation,num__sig_int_hm
Split24,MutualInformation,num__transit_stops_em
Split24,MutualInformation,num__dist_CBD
Split24,MutualInformation,num__job_dens_hm
Split24,MutualInformation,num__stv_mi_hm
Split24,MutualInformation,num__sig_dens_qm
Split24,MutualInformation,num__job_dens_qm
Split24,MutualInformation,num__Park Area_hm
Split24,MutualInformation,num__bus_stops_hm
Split24,MutualInformation,num__zch_qm
Split24,MutualInformation,num__hh_hm
Split24,MutualInformation,num__job_dens_em
Split24,MutualInformation,num__job_dens
Split24,MutualInformation,num__zch_em
Split24,MutualInformation,num__stv_ann
Split24,L1_Lasso,num__Number of
Split24,L1_Lasso,num__stv_mi
Split24,L1_Lasso,num__Park Area
Split24,L1_Lasso,num__swlk_len
Split24,L1_Lasso,num__sig_int
Split24,L1_Lasso,num__sig_int_em
Split24,L1_Lasso,num__pop_dens_em
Split24,L1_Lasso,num__Commercial Area_em
Split24,L1_Lasso,num__Retail Area_em
Split24,L1_Lasso,num__Park Area_qm
Split24,L1_Lasso,num__sig_int_hm
Split24,L1_Lasso,num__job_dens_hm
Split24,L1_Lasso,num__Park Area_hm
Split24,L1_Lasso,num__transit_stops_hm
Split24,L1_Lasso,cat__season_spring
Split24,L1_Lasso,cat__class_type_mot-sec
Split24,L1_Lasso,cat__class_type_pri-pri
Split24,L1_Lasso,cat__class_type_pri-res
Split24,L1_Lasso,cat__class_type_pri-sec
Split24,L1_Lasso,cat__class_type_pri-ter
Split24,L1_Lasso,cat__class_type_sec-sec
Split24,L1_Lasso,cat__speed_type_20 mph-30 mph
Split24,L1_Lasso,cat__speed_type_25 mph-55 mph
Split24,L1_Lasso,cat__speed_type_35 mph-35 mph
Split24,RandomForest,num__stv_mi_hm
Split24,RandomForest,num__job_dens_em
Split24,RandomForest,num__sig_int_qm
Split24,RandomForest,num__job_dens_hm
Split24,RandomForest,num__sig_dens_qm
Split24,RandomForest,num__sig_int_hm
Split24,RandomForest,num__isect_dens_hm
Split24,RandomForest,num__zch_hm
Split24,RandomForest,num__zch_qm
Split24,RandomForest,num__job_dens_qm
Split24,RandomForest,num__sig_dens_hm
Split24,RandomForest,num__Park Area_hm
Split24,RandomForest,num__job_dens
Split24,RandomForest,num__stv_mi
Split24,RandomForest,num__stv_ann
Split24,RandomForest,num__stv_mi_qm
Split24,RandomForest,num__sig_int_em
Split24,RandomForest,num__bus_stops_hm
Split24,RandomForest,num__sig_dens
Split24,RandomForest,num__sig_dens_em
Split25,MutualInformation,num__sig_dens_hm
Split25,MutualInformation,num__sig_int_hm
Split25,MutualInformation,num__sig_dens_qm
Split25,MutualInformation,num__sig_int_qm
Split25,MutualInformation,num__job_dens_em
Split25,MutualInformation,num__transit_stops_em
Split25,MutualInformation,num__walk_comm_hm
Split25,MutualInformation,num__dist_CBD
Split25,MutualInformation,num__job_dens
Split25,MutualInformation,num__job_dens_qm
Split25,MutualInformation,num__bus_stops_hm
Split25,MutualInformation,num__isect_dens_em
Split25,MutualInformation,num__job_dens_hm
Split25,MutualInformation,num__transit_stops_hm
Split25,MutualInformation,num__bus_stops_em
Split25,MutualInformation,num__hh_hm
Split25,MutualInformation,num__zch_hm
Split25,MutualInformation,num__stv_mi_hm
Split25,MutualInformation,num__transit_stops_qm
Split25,MutualInformation,num__swlk_len
Split25,L1_Lasso,num__stv_mi
Split25,L1_Lasso,num__transit_stops_em
Split25,L1_Lasso,num__stv_mi_hm
Split25,L1_Lasso,num__bus_stops_hm
Split25,L1_Lasso,num__job_dens_hm
Split25,L1_Lasso,num__Park Area_hm
Split25,L1_Lasso,cat__crossing_class_unmarked
Split25,RandomForest,num__isect_dens_hm
Split25,RandomForest,num__job_dens_em
Split25,RandomForest,num__transit_stops_hm
Split25,RandomForest,num__zch_hm
Split25,RandomForest,num__zch_qm
Split25,RandomForest,num__sig_dens_hm
Split25,RandomForest,num__job_dens_hm
Split25,RandomForest,num__Park Area_hm
Split25,RandomForest,num__job_dens
Split25,RandomForest,num__sig_int_hm
Split25,RandomForest,num__sig_dens_qm
Split25,RandomForest,num__sig_int_qm
Split25,RandomForest,num__dist_CBD
Split25,RandomForest,num__bus_stops_hm
Split25,RandomForest,num__walk_comm_hm
Split25,RandomForest,num__job_dens_qm
Split25,RandomForest,num__swlk_len
Split25,RandomForest,num__stv_mi_hm
Split25,RandomForest,num__stv_ann
Split25,RandomForest,num__stv_mi_qm
