model,pseudo_R2_train,MAPE_test,RMSE_test
RandomForest,0.9434958629433192,58.3440979786448,103.52725234768192
HistGB_Poisson,0.9213568786931534,40.449519414880186,112.33160656619884
GLM_NegativeBinomial,0.6905784456264625,63.89432761546702,144.28455478606384
