model,R2_train_mean,R2_train_std,Corr_R2_val_mean,Corr_R2_val_std,MAPE_val_mean,MAPE_val_std,SMAPE_val_mean,SMAPE_val_std,RMSE_val_mean,RMSE_val_std,best_params,feature_selection,n_features,cv_strategy
HistGB_SquaredError,0.9707277305267903,0.017590383530963975,0.6748842120588432,0.26037613270330334,64.81744898895681,21.792212231745033,54.376483583609904,13.989909467215,76.92241451124704,36.62507243029616,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,20,RepeatedKFold_5x10
ExtraTrees,0.9526700165714783,0.004666369617025961,0.7366114628620956,0.21317187385602748,74.2206972446959,29.308132983962906,50.582744352206774,13.622545272443736,74.56517222123856,35.87465842744407,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25}",L1_Lasso,20,RepeatedKFold_5x10
GradientBoosting_Huber,0.9299321588541669,0.02146397843964482,0.6857234193424308,0.244165004107112,64.42773492147029,21.843342120605474,56.45304855285751,18.20137803281455,77.95366784498341,36.04451244929326,"{'subsample': 0.8, 'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_depth': 3, 'learning_rate': 0.05, 'alpha': 0.9}",L1_Lasso,20,RepeatedKFold_5x10
PoissonRegressor,0.8140200017172112,0.017160287450892545,0.6844444433200753,0.22715107639799695,66.05114055643006,24.373869951209887,50.1881493427687,12.968709926039654,89.58490985488544,53.31355359744653,{'alpha': 10.0},L1_Lasso,20,RepeatedKFold_5x10
Bagging_HistGB,0.908867351843036,0.00898219154944396,0.6690052363783567,0.2457069330315864,67.001352660872,28.507014693421862,50.579488451490576,14.712756029984206,79.41375014078905,38.20124329937338,"{'max_features': 0.7, 'max_samples': 1.0, 'n_estimators': 15}",L1_Lasso,20,RepeatedKFold_5x10
RandomForest,0.9505488420122495,0.004007354304350059,0.7125591998018047,0.22868602382889572,89.19046086497707,37.405464807963064,54.75676804243543,13.661960791663763,75.85910855989013,34.847832001807824,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",L1_Lasso,20,RepeatedKFold_3x10
HistGB_Poisson,0.9824919693154163,0.0021966807807398143,0.679618890993644,0.26028197870242126,53.984021328384735,16.142694720554754,49.579841696635896,13.695570360126602,77.09102291679001,38.11698617284177,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 5, 'learning_rate': 0.01, 'l2_regularization': 0.0}",L1_Lasso,20,RepeatedKFold_3x10
HistGB_SquaredError,0.9691719303847405,0.01865986103712932,0.6865508398678397,0.2627040945917742,66.71318805827023,24.550251960390955,55.15830008490775,15.458567218346694,76.1030593407489,37.53887683151882,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,20,RepeatedKFold_3x10
ExtraTrees,0.9526720163836623,0.004822213286104193,0.735954950309527,0.2166563292730945,74.31892449480755,29.40860521334289,50.36303413214557,13.106818917763217,73.88430468473932,37.03119561515264,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25}",L1_Lasso,20,RepeatedKFold_3x10
GradientBoosting_Huber,0.9707977067786526,0.0063441614499629975,0.7075421972139483,0.22487755680822832,66.50067698973278,27.66219926543644,51.25839439543801,12.561063912308525,75.38152514745967,29.286672347087556,"{'subsample': 1.0, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 7, 'learning_rate': 0.01, 'alpha': 0.8}",L1_Lasso,20,RepeatedKFold_3x10
PoissonRegressor,0.8138580539493115,0.018033542643143195,0.6842320354454565,0.21499544372141363,65.83390907531727,21.97887989006661,50.05834822844325,11.507654013400586,89.49768001325327,52.7496707447515,{'alpha': 10.0},L1_Lasso,20,RepeatedKFold_3x10
Bagging_HistGB,0.9087642079157606,0.009509186715352579,0.6709452575141135,0.2539216749428045,67.62783927129755,25.723973223971722,50.509807374977086,14.313686026506133,78.39687806801167,38.18973475816181,"{'max_features': 0.7, 'max_samples': 1.0, 'n_estimators': 15}",L1_Lasso,20,RepeatedKFold_3x10
RandomForest,0.9465631923746637,0.0062475662029161955,0.638987621044725,0.2323646445172421,85.03870684034979,38.944473803998996,52.94915499733484,12.147679330247133,83.04702396186492,14.746862101795422,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",L1_Lasso,25,5-Fold
HistGB_Poisson,0.9636924167108122,0.0061955207497744694,0.6455647766289735,0.1996495733416924,59.11600568013383,17.78520429238994,48.79421048246604,9.162427952970743,80.48600685690292,16.274540077412862,"{'min_samples_leaf': 10, 'max_iter': 500, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 1.0}",L1_Lasso,25,5-Fold
HistGB_SquaredError,0.976417341882198,0.008628536469485158,0.6334229870158935,0.24150961948138472,66.12685113089236,10.192325692028213,56.25700120025376,10.57370443416225,84.94039566695503,16.0428618380013,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,25,5-Fold
ExtraTrees,0.9572846960336457,0.005882502179657214,0.6377250795325808,0.21942513384576304,76.07075593885506,35.910162716984225,50.60501623970093,12.440304884875161,82.04156388609059,14.046412856564444,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",L1_Lasso,25,5-Fold
GradientBoosting_Huber,0.9962929446078006,0.001457481477936923,0.6702788211887889,0.20888219739648511,70.94967813787724,22.424723930172178,49.99439042479448,7.940448158530248,77.50562463366771,9.053197433411604,"{'subsample': 1.0, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 7, 'learning_rate': 0.1, 'alpha': 0.8}",L1_Lasso,25,5-Fold
PoissonRegressor,0.8328919686581896,0.015393797709380022,0.4966340576820832,0.21497391446295844,68.057617596945,17.247339386272706,49.94952146713787,7.537511660406015,116.19920184728979,51.12828279434118,{'alpha': 10.0},L1_Lasso,25,5-Fold
Bagging_HistGB,0.9031009623195649,0.014559341598198992,0.6165520918919902,0.2586094045672364,66.45825685017827,27.390791254191605,49.55862668915171,9.835044440038141,83.45140751477602,21.401626982633022,"{'max_features': 1.0, 'max_samples': 0.8, 'n_estimators': 15}",L1_Lasso,25,5-Fold
RandomForest,0.9490198489426819,0.003914511289247463,0.719612359575641,0.2208592272056756,89.00594897426126,46.13540023678821,52.98760501915696,13.558663075237977,78.48565233350001,30.640918015697427,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",L1_Lasso,25,10-Fold
HistGB_Poisson,0.9571266547028182,0.0033719235918454604,0.6620719983658312,0.2472886859585628,63.07998297526391,19.88432541009071,49.67686763129481,10.136298536350159,78.39298055892606,30.495379087242615,"{'min_samples_leaf': 20, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 0.0}",L1_Lasso,25,10-Fold
HistGB_SquaredError,0.9998545358297906,6.809261866689495e-05,0.7066469090633419,0.28407432016649814,65.6624468295902,28.937592622319404,52.35561373720573,15.64747425322723,77.03623930106673,36.88164026935828,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 5, 'learning_rate': 0.1, 'l2_regularization': 1.0}",L1_Lasso,25,10-Fold
ExtraTrees,0.9601510713475438,0.0032540682742605667,0.7389384166368451,0.2297614394141321,76.50604620453242,37.66403583638238,51.2141076585538,13.418573234877611,75.489402660317,34.08163050420544,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25}",L1_Lasso,25,10-Fold
GradientBoosting_Huber,0.9849571766693064,0.0035476693387000617,0.6762653071288264,0.247876258332077,63.23841475797677,20.421003353106045,48.666965131056756,11.08801527484495,80.39877411970673,28.58855753054037,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 5, 'learning_rate': 0.1, 'alpha': 0.8}",L1_Lasso,25,10-Fold
PoissonRegressor,0.8212224479619857,0.01634391264534729,0.6621304289153775,0.2836045321503645,68.64847227777514,28.59223257034087,50.352757165586624,9.338614306740979,96.67274685702597,72.01710386444131,{'alpha': 10.0},L1_Lasso,25,10-Fold
Bagging_HistGB,0.9172755051049478,0.0074430324679427284,0.6945816553932915,0.2527440246942087,63.27554432645875,25.8662445511933,47.9039921695162,11.723982820872681,78.13243139010162,33.97917749759527,"{'max_features': 0.7, 'max_samples': 1.0, 'n_estimators': 15}",L1_Lasso,25,10-Fold
RandomForest,0.9501067522207911,0.003778525653296754,0.7002365313146085,0.23211315472924926,88.80141719787385,38.79203911675065,54.78327836106285,14.87158513994782,77.74354999619727,35.74470269499865,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",L1_Lasso,25,RepeatedKFold_5x10
HistGB_Poisson,0.9850203048014007,0.0023376062571185416,0.6526123209549847,0.2783304585398756,53.11700557185745,16.362460564870993,48.625485085019356,13.99302967749683,78.8941393650073,39.56266369031608,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 0.0}",L1_Lasso,25,RepeatedKFold_5x10
HistGB_SquaredError,0.9797960809398134,0.009275268913627567,0.6672993503687021,0.26003717536364807,66.37473111150283,23.068120208391566,56.280248516988685,15.789032853754524,78.52186222399013,38.33941607191866,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,25,RepeatedKFold_5x10
ExtraTrees,0.9598394472792616,0.003967674260098668,0.7286382206925336,0.21119926676089387,76.17001845609737,31.270606469338464,51.118041214024,13.551393177709485,74.92712716868434,36.35931690414922,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",L1_Lasso,25,RepeatedKFold_5x10
GradientBoosting_Huber,0.9824854954037953,0.005484082141432266,0.6463405351918604,0.25196586702371365,70.90830515345415,26.323476143276284,59.968639849526134,18.093599303767945,80.33660476966372,35.427541978638715,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_depth': 7, 'learning_rate': 0.1, 'alpha': 0.9}",L1_Lasso,25,RepeatedKFold_5x10
PoissonRegressor,0.8212057837651457,0.018938467577266704,0.6543357460503667,0.2518838147595106,68.39788483830108,25.62454115122519,51.33009197126856,13.573270850712985,97.03269641858559,67.55098929622564,{'alpha': 10.0},L1_Lasso,25,RepeatedKFold_5x10
Bagging_HistGB,0.9274604935880028,0.009047600916497058,0.6803839211727754,0.23239735063230896,61.18790008560108,23.387261980335754,49.49060080648184,13.497674905093739,78.25898099892488,36.92785246166823,"{'max_features': 1.0, 'max_samples': 1.0, 'n_estimators': 10}",L1_Lasso,25,RepeatedKFold_5x10
RandomForest,0.950196960246114,0.004177217988488631,0.7070791140433182,0.22335386567001697,90.07660068684923,40.16363754047559,54.79083367512991,14.576384089081106,77.71770397873405,37.26696131993082,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",L1_Lasso,25,RepeatedKFold_3x10
HistGB_Poisson,0.9850878115425469,0.0020473948083767264,0.6767558110056403,0.25955928685475255,53.213086605459516,17.14517563029091,48.426586960219,13.891066917805507,77.01450248832762,39.145837411436666,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 0.0}",L1_Lasso,25,RepeatedKFold_3x10
HistGB_SquaredError,0.9795331060710244,0.010756588753858825,0.6861277560083946,0.2537314951507736,68.48923593116089,25.897856606046265,57.50634309723451,17.681028342734972,77.63936656825199,38.79253814083526,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,25,RepeatedKFold_3x10
ExtraTrees,0.959827133826309,0.004106249906450433,0.7322745804319034,0.20896899524684207,76.62227057252458,30.916166376808274,50.99193961537101,13.051678849703261,74.43522862049359,37.36447478666029,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",L1_Lasso,25,RepeatedKFold_3x10
GradientBoosting_Huber,0.9285537594527165,0.019947586315663422,0.6668109969312898,0.25038800633239594,70.45897391371297,28.109027686778482,56.970681623078825,17.97966828953111,80.50574444280991,36.88155576690507,"{'subsample': 0.8, 'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_depth': 3, 'learning_rate': 0.05, 'alpha': 0.9}",L1_Lasso,25,RepeatedKFold_3x10
PoissonRegressor,0.8210717982057376,0.019279737915273494,0.6569090973030066,0.24318055783871179,68.11268158095679,22.770522634197572,51.15763868165074,12.26074765389897,97.08379274728213,67.69177313563902,{'alpha': 10.0},L1_Lasso,25,RepeatedKFold_3x10
Bagging_HistGB,0.9270290991085471,0.009086139407224709,0.6834438145962893,0.2318373102802099,61.45207000533633,23.711373250488034,49.32934846359933,13.763846606088823,78.41283608231514,37.71428731593897,"{'max_features': 1.0, 'max_samples': 1.0, 'n_estimators': 10}",L1_Lasso,25,RepeatedKFold_3x10
RandomForest,0.9471922922273114,0.006386502910382039,0.6542958337293687,0.21566477711009852,82.955731268137,37.553024202279985,52.402640178865454,11.153148461479976,81.6339764634477,9.996481304304668,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",L1_Lasso,30,5-Fold
HistGB_Poisson,0.9636924167108122,0.0061955207497744694,0.6455647766289735,0.1996495733416924,59.11600568013383,17.78520429238994,48.79421048246604,9.162427952970743,80.48600685690292,16.274540077412862,"{'min_samples_leaf': 10, 'max_iter': 500, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 1.0}",L1_Lasso,30,5-Fold
HistGB_SquaredError,0.976417341882198,0.008628536469485158,0.6334229870158935,0.24150961948138472,66.12685113089236,10.192325692028213,56.25700120025376,10.57370443416225,84.94039566695503,16.0428618380013,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,30,5-Fold
ExtraTrees,0.9578899776724746,0.005217241684791911,0.6364645374154959,0.2281896268950539,76.69654879153616,36.88791442151985,51.13738258797076,12.531578006089154,81.70020142981261,13.940193097674111,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25}",L1_Lasso,30,5-Fold
GradientBoosting_Huber,0.9706542121458067,0.007811628343667878,0.6242079066076316,0.2550855085953863,76.33061724891293,23.904358010381628,53.725496387250224,10.907053335303633,80.92303007700124,15.621669825306757,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 3, 'learning_rate': 0.1, 'alpha': 0.8}",L1_Lasso,30,5-Fold
PoissonRegressor,0.8374980945808568,0.014753972215056936,0.5054413363685872,0.21625415864966546,67.60791048932637,17.70450211297519,50.02754613520176,7.042614801212343,114.63667555956417,49.93956828234386,{'alpha': 10.0},L1_Lasso,30,5-Fold
Bagging_HistGB,0.9031009623195649,0.014559341598198992,0.6165520918919902,0.2586094045672364,66.45825685017827,27.390791254191605,49.55862668915171,9.835044440038141,83.45140751477602,21.401626982633022,"{'max_features': 1.0, 'max_samples': 0.8, 'n_estimators': 15}",L1_Lasso,30,5-Fold
RandomForest,0.9492515958975221,0.004017222845690472,0.7244055008134284,0.22739272914547495,82.53825218203025,42.04556103262226,52.116981938491186,12.857570931277385,76.65311945649935,30.260794110781593,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 30}",L1_Lasso,30,10-Fold
HistGB_Poisson,0.9571266547028182,0.0033719235918454604,0.6620719983658312,0.2472886859585628,63.07998297526391,19.88432541009071,49.67686763129481,10.136298536350159,78.39298055892606,30.495379087242615,"{'min_samples_leaf': 20, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 0.0}",L1_Lasso,30,10-Fold
HistGB_SquaredError,0.999856960870446,7.470973917758343e-05,0.7015901087431973,0.2904943248697429,65.59159859781371,29.472877552852445,52.2314111802153,16.200464083267356,77.30772550633445,37.26837570732499,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 5, 'learning_rate': 0.1, 'l2_regularization': 1.0}",L1_Lasso,30,10-Fold
ExtraTrees,0.9601065827605018,0.0031720913583197672,0.7372693310648625,0.22863706072950582,76.56039002145006,38.48007184156497,51.328656796359084,13.846789327627652,75.821899209282,33.93908998461894,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15}",L1_Lasso,30,10-Fold
GradientBoosting_Huber,0.9974876873652947,0.002173416522798197,0.723264970193597,0.16750320589619044,67.31851381886693,28.747398316850862,49.297314437981946,10.563383175669811,78.71658875740299,34.38503778915843,"{'subsample': 1.0, 'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_depth': 7, 'learning_rate': 0.1, 'alpha': 0.8}",L1_Lasso,30,10-Fold
PoissonRegressor,0.8260672578382895,0.015551807080056474,0.6638678087055168,0.27760518501835085,67.92179057203649,27.734879122175883,50.056844890262745,8.573222958034608,94.66105133280067,70.77964537356789,{'alpha': 10.0},L1_Lasso,30,10-Fold
Bagging_HistGB,0.9252280119981504,0.006899900208348856,0.6850949574249504,0.25860788349706787,58.75743985660476,19.958650555660263,48.55531364650178,12.270676878919206,78.33302196647233,34.28383975877887,"{'max_features': 1.0, 'max_samples': 1.0, 'n_estimators': 10}",L1_Lasso,30,10-Fold
RandomForest,0.9508021204041266,0.0038329488718375766,0.705441431171907,0.2313576233469012,84.81496569452305,37.577371154300934,53.87611171393125,14.328854095739484,76.77944784622902,34.78572567585196,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",L1_Lasso,30,RepeatedKFold_5x10
HistGB_Poisson,0.9850971422634938,0.002295222547317144,0.6517739690547962,0.27863483054088156,53.04193151948439,16.373142798566303,48.59912156504405,14.029233235129052,78.99958599374757,39.69184992577568,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 0.0}",L1_Lasso,30,RepeatedKFold_5x10
HistGB_SquaredError,0.9954320318859915,0.0019122482194784778,0.6684152656443878,0.2622267949566587,68.18183367152325,23.96534208587211,59.09450555937631,16.158254181017888,78.44505740005499,38.053470131061694,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 5, 'learning_rate': 0.1, 'l2_regularization': 10.0}",L1_Lasso,30,RepeatedKFold_5x10
ExtraTrees,0.9596014773284283,0.003838944931748574,0.7271974916762435,0.2124588019933707,77.22655596747487,33.07850969089329,51.5158631531101,13.92549524225878,75.35059489630258,36.484226725212075,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15}",L1_Lasso,30,RepeatedKFold_5x10
GradientBoosting_Huber,0.9793586097803909,0.006343890911879956,0.6565417099286784,0.2520858465949276,72.53376690573923,27.35045286291919,61.66391954792772,18.84845617502191,79.5051812463676,35.01336851140776,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 3, 'learning_rate': 0.1, 'alpha': 0.9}",L1_Lasso,30,RepeatedKFold_5x10
PoissonRegressor,0.8261139709637778,0.018214619276300557,0.6595608118376804,0.2487301484216905,67.73526229739142,25.37979484424005,51.044875556818354,13.312947095413955,95.72644010754026,66.3399951463626,{'alpha': 10.0},L1_Lasso,30,RepeatedKFold_5x10
Bagging_HistGB,0.9043793359046475,0.0098530701112634,0.6808302246138872,0.25260660906490995,62.57212063699469,26.417528418588176,48.51698273326707,14.451041371536823,77.78210080164521,36.75970402571003,"{'max_features': 0.8, 'max_samples': 0.8, 'n_estimators': 15}",L1_Lasso,30,RepeatedKFold_5x10
RandomForest,0.9509731909628303,0.004020921349581912,0.7126098604459403,0.2288466525360955,84.75170155649171,37.53682256520523,53.76267473115094,13.674418637838672,76.22152881761828,36.11292407097979,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",L1_Lasso,30,RepeatedKFold_3x10
HistGB_Poisson,0.9851689467138597,0.002048269653992975,0.6755881835492911,0.260522527463652,53.225690125131266,17.2036301670538,48.4426405986361,13.958404547194105,77.1428673110835,39.30818116737322,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 0.0}",L1_Lasso,30,RepeatedKFold_3x10
HistGB_SquaredError,0.9784129670589581,0.012164804124641874,0.6859622618433523,0.2539248129906799,68.69046542549509,26.44607509578504,57.58086557081217,17.816363682827518,77.65264953160566,38.844342441550566,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 10.0}",L1_Lasso,30,RepeatedKFold_3x10
ExtraTrees,0.9596106403964473,0.0038268318196575933,0.7327863938467458,0.2095084103701111,76.63861153151608,31.459885681644927,51.12962642646064,13.526124226588667,74.54667665665686,37.52500098238308,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15}",L1_Lasso,30,RepeatedKFold_3x10
GradientBoosting_Huber,0.9792753034791917,0.006645519182233434,0.674680844125214,0.24001330552450398,72.88037470995545,32.10868556515081,59.50617722768104,18.224712195030122,79.13124277725902,35.568765634418256,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_depth': 3, 'learning_rate': 0.1, 'alpha': 0.9}",L1_Lasso,30,RepeatedKFold_3x10
PoissonRegressor,0.8260174974580131,0.018428793844526687,0.6612775596060713,0.23839910239170914,67.43978875876608,22.652402788426325,50.87755186814243,12.069326426015866,95.64108892235234,66.61721998731129,{'alpha': 10.0},L1_Lasso,30,RepeatedKFold_3x10
Bagging_HistGB,0.9040530027256897,0.010056628925052614,0.6695867251848917,0.2664516800919805,63.85415737687718,23.799557914909588,49.13971386909695,13.91776096707788,78.17583623244228,36.90923068458565,"{'max_features': 0.8, 'max_samples': 0.8, 'n_estimators': 15}",L1_Lasso,30,RepeatedKFold_3x10
RandomForest,0.9411573445362192,0.00984475739838783,0.6130816924453468,0.24161466206719293,89.18115920579896,37.623301071192145,54.55618721531133,8.972633103110253,84.24809023933963,15.330920240532842,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",Random_Forest,30,5-Fold
HistGB_Poisson,0.9808973703210363,0.0047150666366600905,0.6330263349875441,0.20240087631873874,63.03015498527678,27.311981024925473,50.56036312750739,9.173218295458197,81.99541578666125,15.500667790805624,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 7, 'learning_rate': 0.01, 'l2_regularization': 0.0}",Random_Forest,30,5-Fold
HistGB_SquaredError,0.9350611438383212,0.011723584921885103,0.610029218190544,0.23452059901907274,74.23451853227098,23.53647704236336,51.25411681169605,9.7743009296415,86.23628806912595,10.423865367617156,"{'min_samples_leaf': 10, 'max_iter': 800, 'max_depth': 10, 'learning_rate': 0.01, 'l2_regularization': 10.0}",Random_Forest,30,5-Fold
ExtraTrees,0.8242886812807271,0.02132286140520567,0.6229365761134806,0.24169336292706464,91.70975315610414,44.622652894411615,55.28966869961882,11.787291047245402,83.8132081542707,16.729923206599324,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 25}",Random_Forest,30,5-Fold
GradientBoosting_Huber,0.967043360259772,0.004395435378327611,0.6182628436935285,0.21946343963907636,66.49264072457638,22.56552278291757,50.773820854246544,8.372777975870516,82.18690425599826,16.2185110132583,"{'subsample': 0.8, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 5, 'learning_rate': 0.1, 'alpha': 0.8}",Random_Forest,30,5-Fold
PoissonRegressor,0.7834352877656648,0.029988118842865393,0.5048530244720795,0.21944205866029215,80.45384314028107,21.286079393048567,54.69753582505896,8.011467933471186,106.23234054119902,26.240933051021827,{'alpha': 10.0},Random_Forest,30,5-Fold
Bagging_HistGB,0.899993250911467,0.015599481863369779,0.6241531061107007,0.22768516507716924,72.86269869153311,28.457602865871916,51.81189563115309,8.755606318398899,82.81960489440726,18.612897947462653,"{'max_features': 0.7, 'max_samples': 1.0, 'n_estimators': 5}",Random_Forest,30,5-Fold
RandomForest,0.9283989953408274,0.005296255100220737,0.7040797642035014,0.2655639284888859,89.9998008652885,53.95384617672156,54.35172653840026,12.524969746455156,78.76399316181339,33.494308343494936,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",Random_Forest,30,10-Fold
HistGB_Poisson,0.9838693877746076,0.0028429533832580603,0.7132681135208218,0.17880328885117283,65.81747646543207,26.12309637333099,52.39279756352678,10.985210133422592,77.13384156513796,32.98263020052672,"{'min_samples_leaf': 20, 'max_iter': 800, 'max_depth': 5, 'learning_rate': 0.05, 'l2_regularization': 1.0}",Random_Forest,30,10-Fold
HistGB_SquaredError,0.9903219699590536,0.0025501965723460467,0.6721351895034203,0.21096917569425908,74.3176334319901,51.49540480596326,54.39027943624645,17.233438473536605,83.44893524674052,41.20101887430773,"{'min_samples_leaf': 10, 'max_iter': 300, 'max_depth': 10, 'learning_rate': 0.05, 'l2_regularization': 1.0}",Random_Forest,30,10-Fold
ExtraTrees,0.9567292722748594,0.00430913062640041,0.7092256957989751,0.2512605649878195,87.17140232303043,56.3906525155355,54.34511893568448,12.504317730442896,79.28087132496633,35.02996217596847,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 25}",Random_Forest,30,10-Fold
GradientBoosting_Huber,0.981805200761448,0.002921345101616911,0.6731545770067991,0.22032737059409724,83.23202689473128,62.95424818957339,50.734409531779974,12.318175434329872,80.76107146010058,31.0373162881434,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 7, 'learning_rate': 0.05, 'alpha': 0.8}",Random_Forest,30,10-Fold
PoissonRegressor,0.7738868816961155,0.01982950336758446,0.6464696216825422,0.24749851911419707,79.19232305280617,28.98926997696315,55.329359707357945,8.921686943967096,93.41131017006732,46.52654275473201,{'alpha': 10.0},Random_Forest,30,10-Fold
Bagging_HistGB,0.9040579047144272,0.011641900245835838,0.7073593949764364,0.24594268971993435,64.90344828732798,30.386915587218336,49.03777249535854,11.951296000725765,76.96622386174752,28.246803537953735,"{'max_features': 0.7, 'max_samples': 1.0, 'n_estimators': 5}",Random_Forest,30,10-Fold
RandomForest,0.9167568530756582,0.00757514216279264,0.6839264378388823,0.24170869522946,95.02233203397658,49.03912146182633,55.75245396031259,15.661674167790322,78.91919392365632,36.63955735863865,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",Random_Forest,30,RepeatedKFold_5x10
